sentence,label,source
Off-label use of prescription drugs is associated with ADEs.,1,Haber
"Columbia officials said they don't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, haven't yet been completed.",1,ctb
"According to our findings, cyanosis does not affect TEG parameters in children with CHD.",1,Pubmed data.csv
"Relative to individuals returning to the community, those discharged to the community with home care (adjusted odds ratio [OR] 1.43, 95% confidence interval [CI] 1.39–1.46) and those returning to long-term care (adjusted OR 1.35, 95% CI 1.27–1.43) had a greater risk of
readmission, whereas those newly admitted to long-term care had a lower risk of readmission (adjusted OR 0.68, 95% CI 0.63–0.72).",1,Haber
High levels of potentially toxic flame retardants in California pregnant women,1,Press_Release
"1 dead , 2 hurt in Mich . office shooting ; police say suspect had worked there",1,esl2
"GMAC said its automotive financing and leasing business rose 35 % in the U.S., largely because of dealer and customer incentives used to boost sales.",1,ctb
"In 2004 , a magnitude 9 . 1 quake off Indonesia triggered a tsunami that killed some 230 , 000 people around the Indian Ocean .",1,esl2
"Courtaulds ' restructuring is among the largest thus far in Britain, though it is dwarfed by B.A.T Industries PLC's plans to spin roughly off # 4 billion in assets to help fend off a takeover bid from Anglo - French financier Sir James Goldsmith.",1,ctb
"Topical corticosteroids and antibiotics result in restoration of skin barrier integrity and decreased secondary infection.""",1,Pubmed data.csv
Dogs develop a fever from stress and/or pain such as in a severe flea infestation .,1,semeval
"Although the effects were statistically significant, alterations were small.",1,Pubmed data.csv
Which is what Journal news employees are instructed to say whenever the editorial page causes them cringing embarrassment.,1,because
"It finds that rosiglitazone is associated with significantly higher odds of congestive heart failure, heart attack and death compared with a similar drug (pioglitazone).",1,Press_Release
"China Mobile had lost more than 2,300 base stations due to lack of power and too many phone calls .",1,altlex
Vertebroplasty is superior to placebo intervention for pain reduction in patients with acute osteoporotic spinal fractures of less than 6 weeks’ in duration.,1,Haber
"However, among men with dyslipidemia, elevated cholesterol and HDL levels were associated with increased and decreased risk of recurrence, respectively.",1,Pubmed data.csv
Diaphragm pacing in spinal cord injury successful in weaning patients from ventilators,1,Press_Release
Children who were severely wasted and had uneducated caretakers had higher odds of malarial attack.,1,Pubmed data.csv
"In view of the terrible destruction that was caused by the flood waves , we have to fear that a number of Germans , clearly in the three-digit numbers , will be among the dead .",1,semeval
"After adjustment for covariates and 6 traditional CV risk factors in a multivariate regression model, MetS had a significant and independent influence on natural logarithmic",1,Haber
"After acute myocardial infarction, patients discharged with high heart rate (!75 beats per minute) are at higher risk of death during the first year, but not later, irrespective of beta-blocker use.",1,Haber
"Specialist antenatal clinics for severely obese mums-to-be can help cut rates of pregnancy complications, research has found.",1,Press_Release
"Colonoscopy with polypectomy can be associated with
strongly reduced risk for CRC in the population setting",1,Haber
Kidney failure can complicate long term outcomes in children receiving solid organ transplants,1,Press_Release
"They found that entering unaffordable housing is detrimental to the
mental health of individuals residing in low-to-moderate income households.",1,Haber
"The sheer scale of the death and destruction caused by the 2004 Boxing Day tsunami is impossible to fathom , even five years on .",1,semeval
"It is the right message, sent while it is still early enough to do something constructive about the disappointing quality of the work so far.",1,because
"Women and individuals who were older, overweight and performing heavy work had a higher risk of CJS in this adult population residing in ViÃ§osa, MG, Brazil.",1,Pubmed data.csv
"In addition , soil and river systems have been contaminated by the harsh chemicals used in cocaine production and the air has been polluted by the smoke caused by the burning of jungle and forest for coca bush cultivation .",1,semeval
"The results support the theoretical model conceptualizing alcohol use and misuse as being the product of stress caused by constraints and resources brought to bear simultaneously by agent personality , structures of daily life , and macro social structures .",1,semeval
"Ann Arbor, Mich. -- Wealth, population size, race and age associate with the supply of hospice care available in a county, according to a study published in the Journal of Pain and Symptom Management this month.",1,Press_Release
Our study suggested that prenatal exposure to high levels of ambient PM10 increased the risk of abnormal fetal growth.,1,Haber
The disturbing evidence was made public at the trial of the two men accused of killing Zurana Horton from a Brownsville rooftop in 2011 .,1,esl2
This study demonstrates that hypercholesterolemia is associated with NAION in younger patients.,1,Pubmed data.csv
Make sure the child takes lots of fluids in spite of the oral discomfort to prevent high fever from dehydration .,1,semeval
LSG after abdominoplasty is associated with longer operative times and the need for additional port placement to overcome the decreased working space.,1,Pubmed data.csv
"But we must develop innovative, regulatory and oversight responses to keep pace as these market transactions evolve.",1,because
"More than 80 percent of hospitalized patients who tested positive for Clostridium difficile were tested outside the hospital or within the first 72 hours of hospitalization, suggesting that settings outside of the hospital may play key roles in the identification, onset and possible transmission of the disease, according to a new Kaiser Permanente study published today in the journal Mayo Clinic Proceedings.",1,Press_Release
"A 56-year-old was killed in Dujiangyan during a rescue attempt on the Lingyanshan Ropeway , where due to the earthquake 11 tourists from Taiwan had been trapped inside cable cars since May 13 .",1,altlex
"In other words, those subjects who showed a greater parochialism effect for contributing showed a greater self-interest illusion when the gain for their group was a loss for the other group.",1,Ssc
Officials in California are warning residents that oncoming rains will cause dangerous and unpredictable landslides.,1,ctb
"However, there were no significant differences in walking over time by
type of development (P > .05)",1,Haber
Convulsions that occur after DTaP are caused by a fever .,1,semeval
Warship INS Sukanya on Thursday foiled a piracy attempt in the Gulf of Aden between Somalia and Yemen . The ship was escorting a group of five merchant vessels through the Internationally Recognised Transit Corridor ( IRTC ) when the bid occurred .,1,esl2
"It is a common notion that type 2 diabetes is precipitated by substantial progressive weight gain, but a study published this week in PLOS Medicine suggests that this might not be true.",1,Press_Release
"They showed that a sanctioning system could undermine interpersonal trust, which can result in decreased cooperation in a similar social dilemma situation without a sanctioning system.",1,Ssc
This multicenter study validated single-center evidence that patients who received kidney transplants from HLA-incompatible live donors had a substantial survival benefit as compared with patients who did not undergo transplantation and those who waited for transplants from deceased donors.,1,Haber
Figure 9 shows the average delays obtained with this policy as compared with those of the previous subsection .,1,semeval
At least 50 reported injured and buildings destroyed after a 6 . 1 magnitude earthquake strikes Sumatra's Aceh province .,1,esl2
"In contrast to results of large randomized trials, statins were independently and significantly associated with lower mortality risk in our real-life HF cohort, including patients with nonischemic HF etiology.",1,Haber
"The enormous landslide , which was triggered by an exceptionally heavy rainfall event (500 mm in 24 h) on 30 October 1998 .",1,semeval
"Although only weak correlations were found with the degree of AS, circulating dp-ucMGP was associated with cardiac function and long-term mortality in multivariate analysis.",1,Haber
"Hutson said at least 15 , 000 refugees who fled violence in Sudan are living in the Yida camp .",1,esl2
"The British , on the other hand , argued that military operations should target peripheral areas to throw a `` ring '' around Germany which would wear out German strength , lead to increasing demoralisation , and bolster resistance forces .",1,altlex
The paradoxical  association between overweight and mortality is reversed in analyses incorporating  weight history,1,Haber
"Soft drink consumption is significantly linked to overweight, obesity, and diabetes worldwide, including in low- and middle-income countries.",1,Haber
Our paper highlights that PCI of lesions in patients with large calibre coronary arteries can successfully be achieved using biliary stents.,1,Pubmed data.csv
"The addition of nighttime intensivist staffing to a low-intensity daytime staffing
model was associated with reduced mortality.",1,Haber
A clear association is  observed between reduced availability of tap water and increased incidence of  suspected cholera in the entire town of Uvira in Eastern Democratic Republic of the  Congo.,1,Haber
"Without a Federal repository to collect and analyze information on insurance issues, we cannot fully understand and control systemic risk.",1,because
Result 3. The choice of receiving feedback about individual earnings rather than about individual contributions is associated with a decrease in one's contribution in the next period.,1,Ssc
Differential rates were observed for CRC screening and screening recommendations among racial/ethnic groups,1,Haber
A study looking at the data of thousands of patients who suffered heart attacks has suggested treatment with high-potency statins offers a significantly improved chance of survival compared to those taking normal statins.,1,Press_Release
"This risk translates to more than 700,000 potentially avoidable illnesses each year, costing more than $490 million annually.",1,Press_Release
"Instead , the doctor had administered a drug which had caused the eventual death of the child .",1,semeval
"The findings from the Stanford University School of Medicine provide important clues as to what triggers extremely preterm births, specifically those that occur prior to 28 weeks of pregnancy.",1,Press_Release
"Results suggest that dietary changes, particularly  decreasing saturated fat relative to polyunsaturated fat and decreasing total  calories, could independently account for some of the benefits of weight loss in  women with UI.",1,Haber
Children from neighborhoods high on both environment measures were less likely to be obese and marginally less likely to be overweight than children from neighborhoods low on both measures.,1,Haber
"The price of Columbia shares has been cut nearly in half since August, when they traded at about $ 10, as investors apparently realized that the thrift would be forced to take a big write-down.",1,ctb
"It took a long time to undo the damage that has been caused by the crisis of confidence , damage whose effects are just now beginning to make themselves felt in a slow , glacial collapse .",1,semeval
The company said it was delaying construction because of current market conditions.,1,ctb
Lower salt intake likely to have had key role in plummeting cardiovascular disease deaths in past decade,1,Press_Release
"Judge Philip Hickok told a packed courtroom that he weighed all the aggravating factors and mitigating circumstances in the ambush slaying of Los Angeles County Sheriff's Deputy Jerry Ortiz in June 2005 , and he concluded that the case ""absolutely warrants death instead of life without parole . """,1,esl2
Har - Shefi said she heard Amir talk about killing Rabin but did not tell the police because she did not believe he was serious.,1,ctb
Significant associations were observed between major dietary patterns and risk of diabetes and hypertension.,1,Pubmed data.csv
Deaf women are not at increased risk of the majority of adverse pregnancy and neonatal outcomes.,1,Pubmed data.csv
This double blinded study could not confirm the hypothesized short term advantage of interspinous process device over conventional “simple” decompression and even showed a fairly high reoperation rate after interspinous process device implantation.,1,Haber
A 3-year-old boy sustains a chemical burn after the spilling of bleach onto his lower extremities .,1,semeval
The observed associations in this study were modest.,1,Pubmed data.csv
Earthquakes are caused by the discharge of accumulated along geologic faults .,1,semeval
'Several die' in south Iran quake,1,esl2
Toyota s management practices may improve the quality of hospital care,1,Press_Release
The light was radiating from the face of Jesus Christ .,1,semeval
"Implementation of surgical safety checklists in Ontario, Canada, was not associated
with significant reductions in operative mortality or complications",1,Haber
'There ’ s a lot of anger here' : Riot breaks out in Brooklyn following candlelight vigil for 16 - year - old shot by cops,1,esl2
"Researchers from Spain established that liver stiffness, measured by transient elastography (TE), is an independent predictor of liver failure, hepatocellular carcinoma (HCC), and mortality in cirrhotic patients coinfected with the human immunodeficiency virus (HIV) or acquired immune deficiency syndrome (AIDS), and hepatitis C virus (HCV).",1,Press_Release
Evidence that BMI has an independent and causal effect on heart disease risk,1,Press_Release
Nutritional risk seems to be additionally negatively challenged by utilisation of PPI due to gastric malabsorption and anaemia.,1,Pubmed data.csv
RHR is positively associated with baPWV in healthy Chinese population.,1,Pubmed data.csv
"Large computer programs consisting of several million instructions may take teams of programmers years to write , and due to the complexity of the task almost certainly contain errors .",1,altlex
Cobalt metal fume and dust cause irritation of the nose and throat .,1,semeval
The presence and severity of ERM was not affected by RZB treatment.,1,Pubmed data.csv
The act of repeated hand washing is the compulsive behavior performed in an attempt to remove the anxiety caused by the obsessive thought .,1,semeval
"When controlling for a large range of potential confounders, the risk of mortality was not significantly associated with hypnotic use regardless of the type and duration.",1,Haber
[...] that adherence to the DGA was associated with lower total and cause-specific mortality in a low-income population [...],1,Haber
This dynamic will continue unless you put an effective cap on it.,1,because
"The fluctuations are caused by state and federal taxes , distance from refineries to filling stations and environmental laws .",1,semeval
Higher circulating AMH levels are associated with increased breast cancer risk among premenopausal women.,1,Pubmed data.csv
"Wake Forest Baptist has the largest reported, single-center experience with cytoreductive surgery and HIPEC, said lead author Edward A. Levine, M.D., and analysis of 20 years' worth of patient data shows that outcomes have clearly improved for patients undergoing this treatment technique.",1,Press_Release
Our findings show that the  high-dose vaccine is safe and robustly immunogenic,1,Haber
"Cardiorespiratory fitness is a major determinant of common CIMT. Improved CRF does slightly, but not completely, abolish the adverse consequences of cardiovascular disease risk factors on common CIMT.",1,Haber
"To the extent that we can glean further insight from our panelists today, that would be of tremendous help, for it is true that speculators bear blame.",1,because
Common IV fluid associated with reduced likelihood of full recovery in patients with cardiac arrest,1,Press_Release
It appears that many firms are in so many lines of businesses that conflicts and excessive risk arise.,1,because
Monitoring Internet search traffic about influenza may prove to be a better way for hospital emergency rooms to prepare for a surge in sick patients compared to waiting for outdated government flu case reports.,1,Press_Release
Our results suggest that neither prescribed vaginal estradiol tablet nor over-the-counter vaginal moisturizer provides additional benefit over placebo vaginal tablet and gel in reducing postmenopausal vulvovaginal symptoms,1,Haber
Dozens injured as 6 . 1 - magnitude quake hits Indonesia's Aceh,1,esl2
Our study highlights the role of total cholesterol and blood inflammatory marker levels in enhancing ETP in morbidly obese patients.,1,Pubmed data.csv
"Comeaux was serving a life sentence for indecency with a child , aggravated sexual assault and two counts of aggravated assault with a deadly weapon , it said . The escape happened near Baytown , Texas , about 25 miles east of Houston , it said .",1,esl2
We show that these rules induce behavior that has pro-social consequences even in cases where there are strong conflicts of interests among group members and where interactions with free information exchange fail.,1,Ssc
"Unlike in our experiments, many real group members can simply leave the group for another, more welcoming group if threatened with exclusion.",1,Ssc
"Without data on both expectations and contributions, it can be difficult to identify the strategies adopted by participants in economic games, a necessary step to test fully theories of cooperation.",1,Ssc
"Immunosuppressive drugs called thiopurines have been found to increase the risk of myeloid disorders, such as acute myeloid leukemia and myelodysplastic syndrome, a rare bone marrow disorder, seven-fold among inflammatory bowel disease (IBD) patients.",1,Press_Release
"On the other hand, in our experiment, the simple instruction that a partner is a computer agent caused our participants largely shift their behavior to offer defect actions.",1,Ssc
"The signs of atopy may be present long before symptoms begin, even in month-old babies, according to a new research study from Denmark.",1,Press_Release
This study provides further evidence that the  lower mortality associated with volunteering is unlikely to be due to health  selection or to residual confounding arising from unmeasured selection effects  within households.,1,Haber
The US forces have withdrawn due to the damage caused by the eruption and the typhoon .,1,semeval
Mental illness heightens early death risk in people with epilepsy,1,Press_Release
ACE inhibitors may increase risk of recurrence in breast cancer survivors,1,Press_Release
The use of a mineral- and vitamin-enhanced MNP significantly reduced stunting in FT-LBW infants in this high-risk setting.,1,Pubmed data.csv
"Mayo Clinic researchers have discovered an association between a commonly prescribed blood pressure drug, Olmesartan, and severe gastrointestinal issues such as nausea, vomiting, diarrhea, weight loss and electrolyte abnormalities -- symptoms common among those who have celiac disease.",1,Press_Release
"You could deal with size by having capital requirements that relate to the size of intra-industry activity, and obviously increasing capital as intra-industry activity goes up.",1,because
Comeaux was given two extra life sentences after being convicted for stabbing his wife and another person in 1999 while she visited him in prison .,1,esl2
A new study reveals that cognitive therapy over the phone is just as effective as meeting face-to-face.,1,Press_Release
"The sale, at a higher price than some analysts had expected, helps the food and tobacco giant raise funds to pay debt and boosts Nestle's 7 % share of the U.S. candy market to about 12 %.",1,ctb
"Identifying these conditions early in pregnancy could potentially help reduce complications and manage any difficulties, although more work is needed before the findings can be translated to clinical settings.",1,Press_Release
ZOL did not improve DFS when combined with CT.,1,Pubmed data.csv
"Overall, patients with rheumatoid arthritis who have not been treated with biological drugs are not at increased risk of invasive melanoma compared with the general population.",1,Haber
Hippocampal atrophy was associated with more subsequent depressive symptoms and with shorter-term worsening of symptoms in women,1,Haber
BMI SDS and WC were reduced after 1.5 years of treatment.,1,Pubmed data.csv
"Escape renews calls for prison agency shake - up After facing serious questions about how 900 prohibited cell phones were smuggled into Texas prisons this year , along with drugs and weapons , the Texas Department of Criminal Justice found itself on the defensive again Tuesday while trying to find an inmate who escaped despite being shackled to a wheelchair .",1,esl2
"Occasionally , a dream proffers no solution but portrays only the anxiety which is generated by the conflict .",1,semeval
"A police source reported that the men drove a large four - by - four car into the store in the early hours of the morning , grabbing jewelry and luxury watches before setting fire to the vehicle and escaping in another car .",1,esl2
Overweight  and obesity are associated with an increased incidence of CKD in metabolically  healthy young and middle-aged participants.,1,Haber
"Tides are caused by the gravitational pull of the moon and sun , and the rotation of the Earth .",1,semeval
Health economics modeling to inform the design of a randomized controlled trial looking at diagnostic technology has been demonstrated to be feasible as a method for improving research efficiency.,1,Pubmed data.csv
pharmacodynamic effects and safety profile of inclisiran were similar in study participants with normal and impaired renal function,1,Haber
Production and investigation of such a detector arose from an inadequate sensitivity of a commercial p-type Si detector .,1,semeval
"In addition, the distribution of low-voltage areas is specific for each type of macroreentrant AT.",1,Pubmed data.csv
"They allow patients to eat orally, thereby improving patient satisfaction.",1,Pubmed data.csv
"Three people , one of them a pregnant woman , were killed when Greeks protesting against government austerity measures threw petrol bombs at a bank in Athens on Wednesday .",1,esl2
Electrolysis of the resulting mixture caused the reduction of the aluminum ions in the Al2O3 .,1,semeval
A urinary tract infection (UTI) is the most common cause of bladder irritation .,1,semeval
The most common cause of SAH is a rupture of an intracranial aneurysm.,1,Press_Release
The warmth was radiating from the fireplace to all corners of the room .,1,semeval
"I think without delay, we need to strike the right balance and create a simpler, stronger, regulatory system that preserves the resilience of our economy, protects taxpayers, and maintains the position of our financial system as the envy of the world.",1,because
"The rainbows are caused by the refraction , or bending , of sunlight as it passes through the raindrops .",1,semeval
"The strong and independent association of CMI with ischemic stroke in females, in comparison with the much lesser degree in males, provides further insight to better stratify by sex in investigations of ischemic stroke and solidly corroborates the potential role of ischemic stroke prevention targeted at CMI.",1,Pubmed data.csv
Maternal weight gain between pregnancies is linked to complications and adverse outcomes,1,Press_Release
"Navy foils Somali pirate attack off Gulf of Aden The Indian Navy patrolling the Gulf of Aden on Thursday thwarted a multi - boat attack by sea brigands on merchant vessels , apprehending 26 Somali pirates and confiscating arms and ammunition , in the fifth successful anti - piracy operation since September .",1,esl2
This meta-analysis indicates a significant effect of statin therapy  on plaque and external elastic membrane volumes and fibrous and dense calcium volumes.,1,Pubmed data.csv
Oscillation of the lever caused by the swinging of the pendulum .,1,semeval
"While rethinking the plans will delay the original rebuilding schedule slightly, it does not need to stall progress if the governor keeps the pressure on the Lower Manhattan Development Corp. and the Port Authority of New York and New Jersey.",1,because
"Among US veterans with NDD-CKD, high-normal TSH (3.0 mIU/L) and lower TSH (<0.5 mIU/L) levels were associated with higher death risk.",1,Haber
Many shoulder problems are caused by the breakdown of soft tissues in the shoulder region .,1,semeval
These findings suggest that GG SNP at IL-6: rs1800795 may indicate an increased risk of metastasis of primary breast cancer.,1,Pubmed data.csv
T2 values may be able to distinguish ethnicity-related differences of cartilage degeneration at an early stage before differences in structural joint degeneration appear.,1,Pubmed data.csv
I get severe headaches and dizziness from colas and drinks with nutrasweet (aspartame) and splenda (sucralose) .,1,semeval
"Exposure during pregnancy to flame retardant chemicals commonly found in the home is linked to lower birthweight babies, according to a new study led by researchers at the University of California, Berkeley's School of Public Health.",1,Press_Release
"A second experiment demonstrates that when electoral delegation must be endogenously implemented, individuals voluntarily cede authority to an elected agent only when preplay communication is permitted.",1,Ssc
A new study suggests that changing the lighting patterns in hospital rooms so that they're more aligned with normal sleep-wake cycles could help patients feel better with less fatigue and pain.,1,Press_Release
The software caused a pretty good drain on the CPU for some reason .,1,semeval
"Information is included on the disease caused by the organism , its transmission , geographical distribution , and hosts .",1,semeval
The author clearly got a great deal of pleasure from the work and did not allow his vast amount of material to force him into shallow generalizations .,1,semeval
"Associations with follicular phase estrogens may vary by menopausal status at diagnosis, but case numbers were limited.",1,Pubmed data.csv
These patients waited less time than other patients to see a physician under crowded conditions and only slightly longer under noncrowded conditions.,1,Haber
The construction gives a refinement of Nori ' s argument in the case of a self-product of a curve .,1,semeval
"The protest resulted in hours of traffic jams on Guangzhou ' s major roads , such as Guangyuanxi Lu , Huangshidong Lu and Dongfeng Lu .",1,semeval
"Esther Williams , the swimming champion turned actress who starred in glittering and aquatic Technicolor musicals of the 1940s and 1950s , has died .",1,esl2
"Alcohol , substance abuse and poverty all lead to child abuse .",1,semeval
"""However, the results confirm that the vaccine is safe and suggest that vaccination may have clinical benefit in patients with low HER2-expressing tumors, specifically TNBC.""",1,Pubmed data.csv
Systemic sclerosis complications more severe in African Americans than Caucasians,1,Press_Release
This study provides evidence from China that long term exposure to ambient PM at relatively high concentrations is positively associated with incident stroke and its major subtypes.,1,Haber
"In patients with obstructive CAD by CCTA, the baseline use of statins was associated with improved clinical outcomes.",1,Pubmed data.csv
Bonding and empathy are essential to the patient-physician relationship.,1,Press_Release
"Those who quit smoking before their stroke also had less risk of poorer outcomes than current smokers, researchers found.",1,Press_Release
The shock wave was generated by an explosive made from RDX .,1,semeval
"So our job, I believe--and I congratulate the officials of this Administration for having done a good job in the current legal context of dealing with these problems--is to look at what happened, to look at what is now going on, and to decide what should be done to provide a better statutory framework for the increase in regulation that I believe people agree should happen.",1,because
"Late last week, representatives of Dow Jones and Telerate began negotiations about the terms of the offer, but those talks didn't result in any changes in the offer.",1,ctb
Our findings provide supportive evidence that lifetime exposure to PM2.5 increases risk of infant mortality,1,Haber
"In this controlled prospective study, metastatic SN patients with both a â©½10% probability of metastatic non-SN with the MSKCC nomogram and a Tenon  score â©½3.5 failed to identify patients at low risk of metastatic non-SN when completion ALND was not systematic.",1,Pubmed data.csv
we found African Americans were no different from Whites in seeking health information.,1,Haber
"Although adaptation of MIS for this difficult-to-reach gland is recent, the growing trend points to improved patient outcomes, such as reduced bleeding and infections.",1,Press_Release
the findings of the present study provide the first evidence that the risk of unintentional overdose injury is related to the prescribed opioid’s duration of action.,1,Haber
"A new technique for repairing the most common cardiac birth defect in newborns, commonly referred to as ""a hole in the heart,"" has been used successfully to mend the condition in six premature infants without subjecting the tiny patients to open-heart surgery.",1,Press_Release
"smoking cessation was associated with a lower risk of CVD events among participants without diabetes, and weight gain that  occurred following smoking cessation did not modify this association",1,Haber
The study did not support an overall effect of postdiagnosis low-dose aspirin use on prostate cancer mortality,1,Haber
Overdoses of opioid drugs are a major cause of emergency hospital admissions and preventable death in many countries.,1,Press_Release
Villagers live in constant terror of indiscriminate gunfire which fills the nights throughout Chechnya .,1,semeval
Improving the blood protein status by consuming protein-sufficient foods such as soy food is a feasible approach for elderly anaemic women.,1,Pubmed data.csv
"In men, full-time employment, even in sedentary occupations, is positively associated
with physical activity compared to not working",1,Haber
"As compared with the reference
group (trajectory 7—stable overweight; preserved cognitive function and autonomy), 2 trajectories presented
increased hazards of dying: trajectory 1 (stable overweight; moderately impaired, then declining, cognitive function and
autonomy (adjusted hazard ratio = 1.79, 95% confidence interval (CI): 1.26, 2.55)) and trajectory 6 (stable normal BMI;
slight cognitive decline; and moderate, then degrading, loss of autonomy (adjusted hazard ratio = 1.67, 95% CI: 1.15,
2.44)).",1,Haber
These results suggest that health outcomes of moderate/late preterm and early term babies are worse than those of full term babies,1,Haber
Mis-coordination tends to arise in networks where two players are symmetrically situated.,1,Ssc
"The risk of death from any cause among black women increased with an increasing BMI of 25.0 or higher, which is similar to the pattern observed among whites.",1,Haber
"Hypergastrinemia was not  present after SG, but a tendency of enhanced gastrin secretion was observed.",1,Pubmed data.csv
"Among Medicare beneficiaries hospitalized for heart failure, 30-day all-cause readmission was associated with a higher risk of subsequent all-cause mortality, higher number of cumulative all-cause readmission, longer cumulative length of stay, and higher cumulative cost.",1,Haber
""" Stunting prevalence may vary across space at different scale.",1,Pubmed data.csv
The best kept secret for avoiding abdominal weight gain due to stress is the use of adaptogens .,1,semeval
"Maurice Cheeks is running the show again for the Philadelphia 76ers . In a surprising move nearly three weeks following the end of their season , the Sixers fired Jim O'Brien on Monday after one season as coach and replaced him with Cheeks , one of the most popular players in franchise history .",1,esl2
"And this is frequently cited as ""proof"" that saturated fats and cholesterol cause heart disease .",1,semeval
Rate of women with pregnancy associated cancer on the increase,1,Press_Release
"In T2DM patients, non-surgical periodontal treatment improved systemic oxidative stress balance and QOL, but did not decrease HbA1c levels at 3 months follow-up.",1,Pubmed data.csv
"A  new finding was the independent relationship in plasma between low provitamin A  carotenoids and high MMP-9, suggesting a link between these carotenoids, matrix  turnover and arterial remodelling.",1,Haber
"Evictions decreased after Medicaid expansion, demonstrating further evidence of the  substantive financial protections afforded by this coverage.",1,Haber
Parents  anxiety about newborn screening results does not lead to increased health care use,1,Press_Release
"As the right front wheel of Senna ' s car hit the wall , the violent impact caused a torsion on the steering column , causing it to break .",1,semeval
A shocking video released for the first time Thursday captures the moment a Brooklyn mother of 12 was killed in a gang shootout as she picked her daughter up from school .,1,esl2
"In these efforts we aim not only to make the financial system better able to withstand future shocks, but also to mitigate moral hazard and the problem of too big to fail by reducing the range of circumstances in which systemic stability concerns might prompt a government intervention.",1,because
Long-term exposure to low to moderate arsenic levels was associated with cardiovascular disease incidence and mortality.,1,Haber
"The significant positive coefficient of Negative deviation of j in the first two regressions reveals that the greater the extent of free riding is, the greater is the likelihood and severity of altruistic punishment in the Baseline treatment.",1,Ssc
"In this prospective study, non-HDL-C and apo B were comparable in their ability to predict risk of future CHD.",1,Pubmed data.csv
"The researchers reported that the herbal supplement can reduce the concentration of numerous drugs in the body, including oral contraceptive, blood thinners, cancer chemotherapy and blood pressure medications, resulting in impaired effectiveness and treatment failure.",1,Press_Release
The influence of meat and bread consumption on OIDP varied significantly according to T2D status.,1,Pubmed data.csv
"The data suggest that readmissions among URS-treated children are associated with age, with the likelihood of readmissions greater among younger age groups.",1,Pubmed data.csv
"Our novel study suggests a benefit of LA for diabetes and lipids but no benefit for IHD, blood pressure, or reticulocyte count.",1,Haber
