sentence,true_label,predicted_label,source
"Alternately (or additionally) she may value the public good or charity itself and, believing that contribution levels are strategic complements, give more to influence others to give more.",1.0,2.0,ssc
"Thus, representatives successfully advanced the interests of their constituencies when bargaining with persons who did not have constituencies of their own.",2.0,1.0,ssc
"When people do not know the victims and have little if any positive regard for them, their donation behavior may be influenced primarily by criteria that they apply independently of their feelings of sympathy or empathy.",1.0,2.0,ssc
"Otherwise, if the accumulated gain explains the behaviour of the birds but the one trial gain does not, then the birds are making decisions based on the four trial reward and are playing a mutualism game.",1.0,0.0,ssc
"The persistence of identity activation may depend on many things, including the strength and complexity of the initial activating cue and the presence of other identity-congruent cues in the environment.",1.0,0.0,ssc
"The individual -group discontinuity effect entails that in mixed-motive situations, such as the Prisoner's Dilemma game (PDG), intergroup interactions are more competitive than inter-individual interactions.",1.0,0.0,ssc
These results suggest that the shared outcomes involved in cooperation did increase cohesiveness.,2.0,0.0,ssc
Result 3. The threat of inter-period feuds in LF reduces the frequency of altruistic punishment relative to the Baseline treatment.,2.0,1.0,ssc
"Large coalitions mean few outsiders but, at the same time, high free-rider benefits if the coalition members fully internalize their mutual benefits.",2.0,0.0,ssc
"When players have the option of punishing each other after the contribution stage, the effect of the moral messages on contributions becomes persistent: punishments and moral messages interact to sustain cooperation.",1.0,0.0,ssc
"Fear is associated with the goal to avoid risk, which in a social dilemma induces a tendency to avoid exploitation or loss.",1.0,0.0,ssc
"The results of this study suggest that while it is true that people with an altruistic or cooperative orientation will participate more than those with an individualistic or competitive orientation, their participation is likely to be reduced if they observe other membersÕ defection behavior.",1.0,2.0,ssc
Results highlight the importance of relationship quality as a target for couple interventions aimed at reducing subjective caregiver burden and increasing satisfaction in the caregiving role.,0.0,1.0,pubmed
This study is one of the first proofs of concept showing that a nutrition-sensitive agriculture value chain approach can contribute to improved child nutrition in a remote pastoralist population.,0.0,1.0,pubmed
"Although further investigation of long-term and prospective studies  is needed, we identified four variables as predisposing factors for higher major  amputation in diabetic patients through meta-analysis.",0.0,1.0,pubmed
Diabetes can be predicted 7 years before pregnancy with blood sugar and body weight,0.0,1.0,press_release
The study found that people who visit retail medical clinics are less likely to return to a primary care physician for future illnesses and have less continuity of care.,0.0,1.0,press_release
"Premature babies are more likely to survive when they are born in high-level neonatal intensive care units (NICUs) than in hospitals without such facilities, and this benefit is considerably larger than previously reported.",0.0,1.0,press_release
Older breast cancer patients with certain other health problems have higher mortality rates than patients without these problems according to a study published online June 30 in the Journal of the National Cancer Institute.,0.0,1.0,press_release
Doses of 300 mg or more (in single or multiple doses) significantly reduced levels of PCSK9 and LDL cholesterol for at least 6 months.,0.0,1.0,pubmed
"""We wanted to know if age was a risk factor in this procedure, and if octogenarians fare as well as younger patients,"" said Roger G. Carrillo, M.D., senior study author and chief of surgical electrophysiology at the University of Miami Hospital in Florida.",0.0,1.0,press_release
"But joint custody seems to be less problematic than sole custody, the findings suggest.",0.0,2.0,press_release
"Known by many as one of the least favorite wintertime chores, shoveling snow can also be hazardous and is associated with many serious, even fatal events among both adults and children.",0.0,2.0,press_release
"Nonetheless, educational resources such as this will be beneficial to help support women given the current resource and time implications of the year on year rises in the incidence of gestational diabetes.",0.0,1.0,pubmed
"The interaction of green tea consumption and non obesity have reduced risk of lacunar infarction, but not after adjustment for age, diet factors, vascular risk factors and atherogenic index.",0.0,1.0,pubmed
The protocol developed at our hospital for the detection and management of HOS effectively addresses possible long-term complications arising  from poor nutritional status and chronic electrolyte alteration.,0.0,1.0,pubmed
Study finds strong link between income inequality and readmission risk  but not mortality,0.0,1.0,press_release
Active intervention resulted in better outcomes at 6\\xa0months.,0.0,1.0,pubmed
The risk of developing atrial fibrillation (an irregular or abnormally fast heart beat) or bradyarrhythmias (a heart beat that is too slow) was greater among skiers who completed a higher number of races and with a faster finishing time relative to other participants.,0.0,1.0,press_release
This is important given the high prevalence of diabetes worldwide,,,
"In patients with OHS, a 3-month comprehensive rehabilitation programme, in addition to NIV, resulted in improved weight loss, exercise capacity and QOL at the end of the rehabilitation period, but these effects were  not demonstrated at 12 months, in part, due to the limited retention of patients  at 12 months.",0.0,1.0,pubmed
Abnormal liver tests associated with increased death rates in people over 75,0.0,1.0,press_release
"Through EBMI, both groups are equally effective.",0.0,1.0,pubmed
Whey-protein supplementation also lowered 24-h ambulatory SBP and DBP.,0.0,1.0,pubmed
"based study has found that patients with glioblastoma who died in 2010, after the Food and Drug Administration (FDA) approval of bevacizumab, had lived significantly longer than patients who died of the disease in 2008, prior to the conditional approval of the drug for the treatment of the deadly brain cancer.",0.0,1.0,press_release
"In advanced-stage type 2 diabetes, TeLiPro can improve glycemic control and may offer new options to avoid pharmacological intensification.",0.0,1.0,pubmed
CUSE was able to distinguish between benign and malignant breast masses with high sensitivity and specificity.,0.0,1.0,pubmed
The effect of a LGI diet was similar to a high-cereal fibre diet on  hs-cTnI and galectin-3 levels in otherwise healthy individuals with T2DM over a 6-month period.,0.0,1.0,pubmed
This study shows that different living conditions significantly affect the PCOS phenotype.,0.0,1.0,pubmed
"Simply knowing a child's home address and some socioeconomic data can serve as a vital sign - helping hospitals predict which children admitted for asthma treatment are at greater risk for re-hospitalization or additional emergency room visits, according to new research in the American Journal of Public Health.",0.0,1.0,press_release
The nutrition education intervention led to improvements in childrens dietary diversity and nutrition knowledge of the caregivers.,0.0,1.0,pubmed
"""Alogliptin 25\\u2009mg once daily reduced HbA1c and FPG and enhanced clinical response compared with placebo when used as monotherapy or as an add-on  to metformin or pioglitazone.""",0.0,1.0,pubmed
We conclude that significant improvements in outcomes are achieved with higher MPR thresholds than commonly targeted.,0.0,1.0,pubmed
"Moreover, the research shows, trauma patients of all races are 40 percent less likely to die -- regardless of the severity of their injuries -- if they are treated at hospitals with lower-than-expected mortality rates, the vast majority of which serve predominantly white patients.",0.0,1.0,press_release
"These findings are important given the high prevalence of overweight and obesity worldwide, and suggest that preventing women of reproductive age from becoming overweight or obese is important to the health of their children.",0.0,1.0,press_release
This meta-analysis indicates a significant effect of statin therapy  on plaque and external elastic membrane volumes and fibrous and dense calcium volumes.,0.0,1.0,pubmed
"A new study recently published in the American Journal of Transplantation reveals that the ability to successfully carry a pregnancy after kidney transplantation is very high, with 73.5% live birth rates.",0.0,2.0,press_release
The preoperative nutritional status affected the postoperative survival time in patients with esophageal cancer.,0.0,1.0,pubmed
"The study, which is published online today (Wednesday) in the European Heart Journal 1], followed 54,279 people between the ages of 20-89 for an average of more than 11 years, and found that those who suffered from three symptoms of insomnia had a more than three-fold increased risk of developing heart failure compared to those with no insomnia symptoms.",0.0,1.0,press_release
Heavy moms to be at greater risk of c section,0.0,1.0,press_release
"""Weight reduction is an effective treatment for overweight and obese  women with UI.""",0.0,1.0,pubmed
""" The lifestyle intervention Obeldicks light was effective in reducing degree of overweight, fat mass, waist circumference, and blood pressure  both at end of intervention and in a 12 months follow-up period.""",0.0,1.0,pubmed
PET scans predict effectiveness of treatment for multidrug resistant tuberculosis in HIV patients,0.0,1.0,press_release
"It positively impacts resilience, QoL, ALI, and emotional distress.",0.0,1.0,pubmed
Study demonstrates that earlier end of life care discussions are linked to less aggressive care in final days of life,0.0,1.0,press_release
The BMI-matched analysis suggests that fear of surgery is a relevant factor in why obese patients do not decide to undergo bariatric surgery lightly.,0.0,1.0,pubmed
This study provides new information regarding functional outcomes and the factors that influence meaningful aspects of functioning in critically ill children.,0.0,1.0,pubmed
"The study found that the level of urinary eosinophil protein-X (u-EPX), a marker of inflammatory cells, in newborn babies was linked to higher risk of allergic sensitization, nasal eosinophilia and eczema at six years.",0.0,1.0,press_release
physical stress a risk factor for stroke?,0.0,1.0,press_release
"The taller a postmenopausal woman is, the greater her risk for developing cancer, according to a study published in Cancer Epidemiology, Biomarkers & Prevention, a journal of the American Association for Cancer Research.",0.0,2.0,press_release
The DFS of patients staged pT3-4 pN1-3 cM0 was also improved.,0.0,1.0,pubmed
Possibly the polyphenols and DF contributed to the beneficial effects.,0.0,1.0,pubmed
"In a phase 2B randomized trial of patients with moderate to severe DG, relamorelin significantly reduced core symptoms of DG and overall composite score compared with placebo, accelerated GE, and was generally safe and well tolerated.",0.0,1.0,pubmed
"A new study by Derek Ng, from the Johns Hopkins Bloomberg School of Public Health in the US,  and his team shows that race is not linked to an increased risk of death but being underinsured is a strong predictor of death among those admitted into hospital with a serious cardiac event.",0.0,1.0,press_release
Treatment resistant epilepsy common in idiopathic autism,0.0,1.0,press_release
Findings of this study showed that a consumer education program increased participants use of the NRF approach and improved diet quality.,0.0,1.0,pubmed
"The study, to be published in the Aug. 7 issue of JAMA, found that normal-weight participants experienced both significantly higher total and non-cardiovascular mortality than overweight/obese participants.",0.0,1.0,press_release
Unfit  lean people are better protected against heart attacks than fit  obese people,0.0,1.0,press_release
Mayo Clinic researchers confirmed that patients who receive therapeutic hypothermia after resuscitation from cardiac arrest have favorable chances of surviving the event and recovering good functional status.,0.0,1.0,press_release
"The study findings suggest that although WV nutrition interventions  have shown impact, there is also a nonnutritional pathway of child stunting in rural Armenia.",0.0,1.0,pubmed
"Blacks with prehypertension also have a 35 percent greater risk of progressing to high blood pressure than whites, according to health records of 18,865 adults 18 to 85.",0.0,2.0,press_release
"Children who regularly see specialists for chronic medical conditions are also using complementary medicine at a high rate, demonstrates recently published research from the University of Alberta and the University of Ottawa.",0.0,1.0,press_release
"""Adiposity indicators and age play an important role in the prevalence of  overweight and obesity.""",0.0,1.0,pubmed
"In this pilot study, applying TNP to acute high-risk foot wounds in  patients with diabetes or end-stage renal failure improved the wound healing rate in reference to wound depth.",0.0,1.0,pubmed
A low dose of CC therapy was able to significantly increase serum T  levels in all participants with mild modifications of clinical and metabolic parameters.,0.0,1.0,pubmed
"HIV infection contributed to decreased TC, LDL-C and HDL-C.",0.0,1.0,pubmed
This is the first study to look at this association.,0.0,1.0,press_release
"An individually tailored, behavioural intervention reduced daily sitting time in patients with RA and improved patient-reported outcomes and cholesterol levels.",0.0,1.0,pubmed
"A brief telephone-based intervention with a focused message delivered by a registered dietitian is a feasible approach for encouraging targeted dietary changes, such as an increase in soy intake among peri- and postmenopausal women.",0.0,1.0,pubmed
"The risk of developing heart failure was lower for postmenopausal women who frequently ate baked or broiled fish, but higher for those who ate more fried fish, in a study reported in Circulation: Heart Failure, an American Heart Association journal.",0.0,1.0,press_release
Continuity of stiffness maps allowed for choosing multiple quantification ROIs which covered large areas of lesions and resulted in similar diagnostic performance based on average and maximum elasticity.,0.0,1.0,pubmed
"An examination of the benefit of preventive placement of implantable cardioverter-defibrillators (ICDs) in patients with a less severe level of heart failure, a group not well represented in clinical trials, finds significantly better survival at three years than that of similar patients with no ICD, according to a study in the June 4 issue of JAMA.",0.0,1.0,press_release
"There is CBC and biochemical evidence to support the concern that obesity influences laboratory values, even in dogs considered clinically healthy.",0.0,2.0,pubmed
Children who sleep less are more likely to be overweight,0.0,2.0,press_release
"To reduce the risk factors of developing CVD and preventing its progression significantly, it clearly serves to underscore the beneficial properties of physical activity and to promote its effectiveness as a support for healthier lifestyles in the community and particularly among military personnel.",0.0,1.0,pubmed
"Age, female sex, BMI, non-HDL cholesterol, and polyps are independent determinants for gallstone formation.",0.0,1.0,pubmed
Home nutritional advice during the first year of life decreases caries incidence and severity at four years of age in a low income community.,0.0,1.0,pubmed
Eyes with previous surgical procedure was prone to CCD occurrence and longer axial length was protective against CCD.,0.0,2.0,pubmed
ELCA was successful in the majority of these selected cases when used independently with further effectiveness achieved when combined with RA or after RA failure.,0.0,1.0,pubmed
"One of the mechanisms by which TMD, particularly if supplemented with virgin olive oil, can exert health benefits is through changes in the transcriptomic response of genes related to cardiovascular risk.",0.0,1.0,pubmed
The findings may help explain why people with apple-shaped bodies are more likely than those with pear-shaped bodies to develop kidney disease.,0.0,1.0,press_release
The use of a mineral- and vitamin-enhanced MNP significantly reduced stunting in FT-LBW infants in this high-risk setting.,0.0,1.0,pubmed
Changing childrens dairy food choices to reduced-fat varieties did not adversely affect overall food intake.,0.0,1.0,pubmed
Patients  underlying health linked to worse outcomes for melanoma  U M study finds,0.0,1.0,press_release
Dulaglutide improved glycemic control with the potential for weight loss in Hispanic/Latino patients with T2D.,0.0,1.0,pubmed
"Dietary interventions in older people were effective in maintaining  fruit and fish intake, but this did not lead to a significant reduction in cognitive decline.",0.0,1.0,pubmed
"Medical advances mean that more underweight and very small babies will survive into adulthood, which might therefore increase the prevalence of fertility problems, say the authors.",1.0,0.0,press_release
"Cochlear implants may be a safe, effective option for some organ transplant patients who've lost their hearing as an unfortunate consequence of their transplant-related drug regime, researchers report.",1.0,0.0,press_release
"Young women may reduce their risk of developing cardiovascular disease simply by eating more fish rich in omega-3 fatty acids, researchers reported in Hypertension: Journal of the American Heart Association.",1.0,0.0,press_release
Diagnostic chest radiation before 30 may increase breast cancer risk,1.0,0.0,press_release
Hyperemesis gravidarum during the second trimester is more likely to cause placental complications,1.0,0.0,press_release
"Beta-blocker drugs, commonly used to treat high blood pressure, may also play a major role in slowing the progression of certain serious cancers, based on a new study.",1.0,0.0,press_release
A new analysis has found that loading up on snack foods may increase cancer risk in individuals with an inborn susceptibility to colorectal and other cancers.,1.0,0.0,press_release
Diet could combat adverse side effects of quinine,1.0,0.0,press_release
Laparoscopic-assisted vaginal hysterectomy appears to confer no specific advantage over the vaginal or laparoscopic approaches.,1.0,0.0,pubmed
"Furthermore, these drugs may even boost brain power, the research indicates.",1.0,0.0,press_release
In Africa  STI testing could boost HIV prevention,1.0,2.0,press_release
Toyota s management practices may improve the quality of hospital care,1.0,0.0,press_release
A new study suggests that the common diabetes medication metformin may be considered for use in the prevention or treatment of ovarian cancer.,1.0,0.0,press_release
Variations in arterial anatomy lead to asymmetries in cerebral blood flow that might contribute to the process triggering migraines.,1.0,0.0,press_release
"""Results suggest a potential moderating role of BMI in low back pain outcomes.""",1.0,0.0,pubmed
"The new technique, they say, appears to result in fewer complications than standard restoration, which has changed little since its development in the 1890s.",1.0,0.0,press_release
The Lancet Diabetes   Endocrinology  Adults who lose weight at any age could enjoy improved cardiovascular health,1.0,0.0,press_release
"Recent increasing police activities focused on people who inject drugs in Thailand have involved reported injustices that may lead to riskier behaviors in people who inject drugs (PWID), according to a study published this week in PLOS Medicine.",1.0,0.0,press_release
Nutritional risk seems to be additionally negatively challenged by utilisation of PPI due to gastric malabsorption and anaemia.,1.0,0.0,pubmed
Prenatal risk factors may put children at risk of developing kidney disease,1.0,0.0,press_release
"Moreover, optimizing vitamin D in early life may be critical for later health.",1.0,2.0,pubmed
Cochlear implants may be safe  effective for organ transplant patients,1.0,0.0,press_release
Angioplasty may be feasible for liver transplantation candidates with heart disease,1.0,0.0,press_release
"The cautionary note from researchers at the University of Texas Medical Branch at Galveston is that screening women in this category could subject them ""to greater risks of physical, emotional and economic suffering.""",1.0,0.0,press_release
Validation of these biomarkers and their potential treatment modulation may influence the clinical care of patients with CCM disease.,1.0,0.0,pubmed
Our findings support the role of the GLS long microsatellite in the development of HE,,,
Flu jab may halve heart attack risk in middle aged with narrowed arteries,1.0,2.0,press_release
Access to electronic health records may influence care,1.0,0.0,press_release
"Metabolic disorders in this population may be due to HIV infection or lifestyle (smoking, sedentary lifestyle and inadequate diet).",1.0,0.0,pubmed
"""This suggests that whole-grain intake dominated by rye may be favorable for T2D prevention.""",1.0,0.0,pubmed
"The number of cases of idiopathic pulmonary fibrosis (IPF) has continued to rise significantly in the first decade of the 21st century and could lead to more deaths than ovarian cancer, lymphoma, leukaemia, or kidney cancer, reveals research published ahead of print in the Thorax journal.",1.0,0.0,press_release
New method to restore skull after brain surgery appears to reduce complication rates,1.0,0.0,press_release
"Our results confirm the relationship between variations in PON1 activities and lipid metabolism, and showed that genetically programmed low PON1  activities would have certain responsibility in the increase in glycemia and concomitantly the aggravation of atherosclerotic disease.",1.0,0.0,pubmed
Antiestrogen therapy may decrease risk for melanoma,1.0,0.0,press_release
Mini  stroke can cause major disability  may warrant clot busters,1.0,0.0,press_release
"Among pregnant women infected with HIV, the use of antiretroviral (ARV) medications early in pregnancy to treat their HIV or to prevent mother-to-child transmission of HIV does not appear to increase the risk of birth defects in their infants, according to a new study led by Harvard School of Public Health (HSPH).",1.0,0.0,press_release
"Reduced kidney function may increase the risk of developing kidney and urothelial cancers, according to a study appearing in an upcoming issue of the Journal of the American Society of Nephrology (JASN).",1.0,0.0,press_release
"Reducing cardiovascular risk factors like high blood pressure, smoking, diabetes and being overweight could potentially reduce more than half of all cases of atrial fibrillation, according to research reported in Circulation: Journal of the American Heart Association.",1.0,0.0,press_release
It suggests a genetic pre-disposition involving the dopaminergic signalling pathways known to play a role in food reward and satiety linked mechanisms.,1.0,0.0,pubmed
"In a real-life setting, we confirmed in eyes with center-involved DME without prior glaucoma or IOP elevation that repeated anti-VEGF IVI may increase the risk of sustained IOP elevation in about 7% of eyes.",1.0,0.0,pubmed
Cord BDNF may partly derive from BDNF secreted by the placenta.,1.0,0.0,pubmed
"Because ICU care is expensive, concerns have been raised that increasing the number of insured patients would inevitably lead to significantly higher health care costs as more of these newly insured patients would be admitted to ICUs.",1.0,0.0,press_release
The Pilates method could be used as an alternative to improve mood disorders in overweight/obese individuals.,1.0,2.0,pubmed
"Having shingles may increase the risk of having a stroke years later, according to research published in the January 2, 2014, online issue of Neurology&reg;, the medical journal of the American Academy of Neurology.",1.0,0.0,press_release
"Imaging of the coronary arteries with computed tomography (CT) angiography provides an accurate assessment of arterial plaque and could have a dramatic impact on the management of diabetic patients who face a high risk of heart attacks and other cardiovascular events, according to a new multicenter study published online in the journal Radiology.",1.0,0.0,press_release
"According to a new study, being overweight or obese during middle age may increase the risk of certain dementias.",1.0,0.0,press_release
"""Thus, promoting social support for the IMSS diabetic patients could be a useful intervention.""",1.0,0.0,pubmed
Apelin may not be directly involved in the regulation of maternal insulin sensitivity.,1.0,0.0,pubmed
A new analysis has found that doing away with PSA (prostate specific antigen) testing for prostate cancer would likely cause three times as many men to develop advanced disease that has spread to other parts of the body before being diagnosed.,1.0,0.0,press_release
Folic acid supplements early in pregnancy may reduce child s risk of autism by 40 percent,1.0,0.0,press_release
"The researchers, led by Denice Feig from the University of Toronto, Canada, found that pre-eclampsia (a condition in which affected pregnant women have high blood pressure, fluid retention, and protein in their urine), and gestational hypertension (high blood pressure associated with pregnancy) could double the chance of being diagnosed with diabetes many years after pregnancy.",1.0,0.0,press_release
Arrhythmia drug may increase cancer risk,1.0,0.0,press_release
"In addition to pharmacologic therapies and dietary interventions, providing behavioral therapy targeting healthy Internet use may be promising to reduce the effects of obesity in adolescence.",1.0,2.0,pubmed
"Although not significant, IR levels decreased over time, which could be indicative of a clinical improvement.",1.0,0.0,pubmed
Wet wraps cut need for drugs in kids with eczema,2.0,1.0,press_release
"The diagnosis of biceps tendinitis (OR, 3.5) or long  head of the biceps tearing (OR, 5.1) at or before the time of surgery was an especially significant risk factor for revision surgery.",2.0,0.0,pubmed
Our results suggest that isovolumetric substitution of water or fresh juice for bottled juice was inversely associated with T2D incidence in a long-term prospective study.,2.0,1.0,pubmed
This in turn leads to a significant increase in overall survival.,2.0,1.0,press_release
We found limited evidence linking sitting and incident diabetes over  13 years in this occupational cohort of civil servants.,2.0,0.0,pubmed
"Female gender, a poor functional status and polypharmacy, are the characteristics linked to their use.",2.0,1.0,pubmed
Diabetes mellitus and first-degree family history of cancer are associated with an increased risk of sporadic PNET.,2.0,0.0,pubmed
Some lipid abnormalities increased with worsening kidney function.,2.0,0.0,pubmed
"Furthermore, BMI alone was not related to bone volume in this population.",2.0,1.0,pubmed
"However, obesity seems to be associated with more wound complications.",2.0,0.0,pubmed
Bonding and empathy are essential to the patient-physician relationship.,2.0,0.0,press_release
"There was greater adverse influence of NAFLD per se on triglyceride,  and triglyceride/HDL-cholesterol in men compared with women.",2.0,1.0,pubmed
"In women with nipple discharge and negative or inconclusive mammography findings, the risk of malignancy is low, at 5.7%.",2.0,0.0,pubmed
Routine rotavirus vaccination in Brazil has reduced diarrhea deaths in children,2.0,1.0,press_release
"In this large-scale, real-life setting, patients with HER2-negative  MBC who received paclitaxel plus bevacizumab as first-line chemotherapy had a significantly better OS and PFS than those receiving paclitaxel.",2.0,1.0,pubmed
