sentence,true_label,predicted_label,source
"Thus, whereas at first sight guilt merely indicates the presence of a repentant transgressor, other group members may indirectly profit from this emotional display because it may lead third parties to evaluate them as prosocial.",1,0,Ssc
"Selfish players may choose to reveal private information through costless and non-binding communication or cheap talk; such revelation can lead to efficiency gains, as shown by Crawford and Sobel (1982).",1,0,Ssc
"More interesting, however, is that the Sanction × Options interaction effect showed that the sanction increased the collective outcomes only in the two options condition.",1,0,Ssc
These results suggest that the shared outcomes involved in cooperation did increase cohesiveness.,1,0,Ssc
"We find that contributions are 56.6% higher when group composition is different across both public goods dilemmas as compared to when composition is the same across the two public goods dilemmas (M 1 = 17.7,",1,0,Ssc
"Historically, women have taken on peacekeeping roles in groups (De Groot & Peniston-Bird, 2000;Goldstein, 2003), perhaps because they are more concerned with preserving group harmony (Baumeister & Sommer, 1997;Geary, 1998).",1,0,Ssc
"In other words, acceptance would be more common if the subjects' expectations were met because, although a shared concept of fairness exists, fairness is sensitive to different factors (personal, situational, and social) that influence expectations and fairness perception.",1,0,Ssc
The second treatment variable is the information available to subjects.,0,1,Ssc
There are indications that the unequal range of pay-off accelerated the observed trends rather than reversing them.,1,0,Ssc
"On one hand, these findings partially confirm our speculation vis-à-vis the role of risk taking: reciprocators were not necessarily cooperators under conditions of uncertainty, as some of them chose to cooperate because they could bear a high risk in anticipating the counterpart's goodwill.",1,0,Ssc
"In line with these predictions, Pellegrini & Long (2002) have observed an initial increase in aggressive competition as adolescents moved from primary to secondary school, and bullying behavior appeared to mediate dominance status during this transition.",1,0,Ssc
"They understood that rendering people interdependent, in the marketplace and elsewhere, increases the stakes they have in others' outcomes and thereby fosters the development of other-regarding motives.",1,0,Ssc
"However, the experiment shows that communication causes cooperation to increase rapidly, reaching almost the social optimal amount of profits in some cases.",1,0,Ssc
The fothfun mechanism thus leads to less cooperation than in the baseline case with no punishment if the detrimental effect of retaliatory punishment is greater than the positive norm-enforcing effect of punishment.,1,0,Ssc
Permitting continuous rather than binary ''all-or-nothing'' contributions significantly increases contributions and facilitates provision.,1,0,Ssc
"Specifically, when anticipated barriers lower the probability of successfully achieving one's interests, individuals should be more inclined to opt for the benefits of competitive actions.",1,0,Ssc
"Given that tit for tat yielded greater outcomes than cooperative or noncooperative partners, and given that tit for tat has received considerable attention as a functional strategy, it is interesting to note that in social dilemmas in which locomotion is possible, tit for tat can do even better if this strategy is accompanied by locomotions to high interdependence rather than low interdependence.",1,0,Ssc
My understanding of people's ideas about cooperation in Kamchatka was significantly enhanced by the opportunity to refer back to the game when explaining my thoughts and posing my questions.,1,0,Ssc
"Large coalitions mean few outsiders but, at the same time, high free-rider benefits if the coalition members fully internalize their mutual benefits.",1,0,Ssc
"In the game, a leader usually emerged and the leader's pleadings for cooperation were harder to ignore because all the players had experienced the results of greedy play.",1,0,Ssc
Syntax for fitting the model for Study 1 in multifree,0,1,Ssc
"The larger this bias, the stronger the effect of ignorance on norm compliance.",1,0,Ssc
"In this, greater Black cooperation in this social dilemma may in part be the result of coping strategies developed by Black students to overcome social-structural and institutional hurdles faced by students of color.",1,0,Ssc
Both effects should cause increase in public-good provision at least at level 1.,1,0,Ssc
"Thus, much like the real world, if harvesters mismanaged the resource during the early stages of the simulation, there was less available during the later stages.",1,0,Ssc
"If one (or more) of the players is ""competitively oriented,"" he continues to exploit the other player or players until they must respond with self-protective noncooperation as well.",1,0,Ssc
"A possible transformation of material payoffs into an internal subjective game through the use of information about themselves, their group members, and the incentives of the repeated game may induce cooperative behaviour as a rational strategy in a collective-action setting.",1,0,Ssc
"Certainly, strong social bonds make visualizations of others easier, providing a firmer impetus for volunteering.",1,0,Ssc
"If industries can relocate easily, then the level of pollution would depend on the country with the weakest environmental regulation.",1,0,Ssc
"Hence, it is attractive not to purchase a TV-license, but if too many do so, the good may not be provided at all.",1,0,Ssc
"The results of the present study constitute, in a way, a return to the idea that fairness judgments are not affected by dilemma type, although we now suggest that it is the presentation of decisions in the dilemma types that induces the focus.",1,0,Ssc
"Collectively, these informal sanctions provide a powerful mechanism for guiding social behavior.",1,0,Ssc
"Considering the relatively smaller groups (4 and 10 persons), they find that size only matters when the return on the public good is low, in which case, contributions actually increase in large groups.",1,0,Ssc
"ur pilot experiments indicated that the realized duration of games, especially in the early repeated games, had a substantial effect on the subjects' cooperation rates.",1,0,Ssc
"First, we can assess the correlation between beliefs and contributions, which we expect to differ between types of players and which helps us to check on the player type as elicited in the P-experiment.",0,1,Ssc
"That is, when there is no noise, there is an increase in cooperation over successive interactions (at least in the context of TFT and TFT ϩ 1 strategies).",1,0,Ssc
"It is anticipated here that in the absence of an established distribution rule (uncertainty), the division of resources among individuals in group and coalition distributions will be anchored by cues from the surrounding context.",1,0,Ssc
This equilibrium arises because with more than one person contributing at least one contribution is wasted because that second person would be better off by not contributing.,1,0,Ssc
"An examination of histograms of scores for each condition suggests that people tended to lapse into either full cooperation or full defection in the no communication condition, which greatly increases the variance of the condition.",1,0,Ssc
"However, there are also reasons to think that the treatment will lead to low contributions, since the reaction to the comprehension/advice combination may be defensive.",1,0,Ssc
"In addition, they suggest several avenues for further investigation regarding the subcomponents of psychopathy.",0,1,Ssc
"As a random-pairings session continues, some of these first-round cooperators get discouraged, and shift to defecting in the first round.",1,0,Ssc
"Secondly, the experience of conflict may create or deepen ingroup identity, strengthening other-regarding preferences toward in-group members and making it more attractive to cooperate within groups.",1,0,Ssc
We controlled for different (possibly) intervening variables.,0,1,Ssc
"First, we will describe the characteristics of the commons dilemma and the search for solutions.",0,1,Ssc
"In our opinion, the easiest and most parsimonious way to take them into account in our experiment is by asking directly about satisfaction with other players' behaviour in the CPRG and testing how much it matters vis-à-vis objective characteristics in the second TG.",0,1,Ssc
"Berkowitz (1960) has demonstrated that unexpected frustrations produce more hostility than expected frustrations and, what is more important for the study reported here, that subjects who expect hostility and receive friendliness will reveal a greater trend toward friendliness than those subjects who have a reason to expect friendliness.",1,0,Ssc
"Because of the partner design, this yields 18 independent observations for each treatment.",1,0,Ssc
"Yet, when group identification was high, both leader types appeared to be equally efficient.",1,0,Ssc
Thus individual uncertainty was reduced leading to a better transition process with more stable institutions.,1,0,Ssc
More intelligent subjects were significantly more likely to vote for whichever of FS or IS was associated with higher earnings ex post.,1,0,Ssc
"II it was predicted that Ss would exploit an egotistical opponent to a greater extent when future interaction was anticipated than when it was not, but that when the opponent was seen to be self-effacing Lhe reverse would be true.",1,0,Ssc
"If there were no time value, then there would be no advantage to hiring an agent first (since the other party would respond by hiring an agent instantaneously), and therefore a prisoner's dilemma could not exist.",1,0,Ssc
"The public-goods literature finds that as groups increase in size individuals become more hesitant to cooperate and less able to coordinate actions (Franzen, 1995;Knez & Camerer, 1994).",1,0,Ssc
"Although no large difference between the original and reactive model was found when explaining the behavior of human participants in the current experiment, we would predict a larger difference in the behavior of these two models under circumstances where the other player changes its behavior.",0,1,Ssc
"However, the non-monotonicity between observability and deterrence we observe is troubling, because it suggests that simply increasing the ability to monitor outside threats may not lead to better outcomes, and it leaves us unsure about what level of observability is required to generate better outcomes.",1,0,Ssc
These subjects condition their contribution on the other group members' contributions and their willingness to contribute to the common project increases with the contributions of the other group members.,1,0,Ssc
"As one individual increases his or her effort, the personal payoff increases regardless of other individuals' actions (the left panel); however, as the aggregate effort of the other individuals increases, the payoff for that particular individual decreases (the right panel), more clearly demonstrating the negative externality.",1,0,Ssc
"The second insight is that the inefficiency observed in heterogeneous groups is not only due to the inefficiently low levels of contribution, but also due to a relative underuse of rewards.",1,0,Ssc
"However, insiders cannot correct such free riding through directed punishment; indeed, the only option insiders have for hurting free-riding outsiders is to limit their contributions.",1,0,Ssc
The consequence of these two evolutionary forces is that in equilibrium strong reciprocators and purely selfish humans coexist.,1,0,Ssc
"The results also reveal that the average harvest behavior in the baseline game positively and significantly affects the harvest behavior in the second game, suggesting some persistence of behavior over the two games.",1,0,Ssc
"Policies like the Pigouvian subsidy ignore these non-Nash behaviors, and the result is that inefficient under-extraction is exacerbated in our context.",1,0,Ssc
"I felt proud of myself, because thanks to me my two friends talked, and solved their problem.",1,0,Ssc
"Nevertheless, individuals may form beliefs about who sanctioned them based on who sanctioned others, and may attempt to counter-punish based on this information.",1,0,Ssc
"Consistent with this tendency to operate according to personality type, many of the participants in my laboratory study were slow to change their behaviors when they were at low performing ranks.",1,0,Ssc
The original MGE had a strong effect because it involved allocation of tangible rewards; this implies that mere categorization produces discriminative behavior.,1,0,Ssc
Despite the interesting balance of incentives provided by introducing competition in the workplace -on one hand individual workers may exert more effort to win promotion or make more money while on the other overall production might suffer because of the lack of cooperation among workers -there has been remarkably little empirical work estimating the effect of competition on workplace cooperation.,1,0,Ssc
"Subjects who did not see the pool size drop tended to vote against the elimination of free access to the commons, whereas subjects who did see their pool size drop voted to relinquish free access.",1,0,Ssc
"However, on ratings of group performance, status and attitudinal similarity combined did lead to increased intergroup differentiation, again unaffected by goal relations.",1,0,Ssc
We did not obtain saliva samples from two participants because these two participants were short-termly recruited and not screened in advance for health and smoking absence (final N = 58).,1,0,Ssc
"Consistent with our second hypothesis, which predicts that relationship duration mediates the impact of tie strength on cooperation, we find that both the main effect of tie value and its interaction with the number of tie swaps are diminished, relative to Model 2. The main effect decreases by 64% (from −.069 to −.025), and the interaction with the number of tie swaps decreases by 65% (from .029 to .01).",1,0,Ssc
"While less information leads to more equal contributions, subjects focus on group efficiency in case of full information.",1,0,Ssc
"If participants in the simultaneous game play the zero contribution equilibrium with some positive probability, then the comparative static of the low-fixed-cost treatment should still hold.",1,0,Ssc
"Those with larger endowments realize that their contributions will make a larger impact in earning the public good, increasing their motivation to contribute.",1,0,Ssc
"When players have the option of punishing each other after the contribution stage, the effect of the moral messages on contributions becomes persistent: punishments and moral messages interact to sustain cooperation.",1,0,Ssc
""" 5 contexts lead actors to rely more on contributions to the group than competitive contexts, while competitive contexts lead actors to rely more on punishment of others than cooperative contexts.",1,0,Ssc
"Our hypotheses on the impact of identity on contributions to laboratory public goods and local organizations could be formulated by applying Akerlof andfranton's (2000, 2003) model to the public goods setting.",0,1,Ssc
Online Appendix C contains the list of the variables that were coded.,0,1,Ssc
