sentence,label,source
"Depression is associated with an increased risk of developing kidney failure in the future, according to a study appearing in an upcoming issue of the Clinical Journal of the American Society Nephrology (CJASN).",1,press_release
Heavy moms to be at greater risk of c section,1,press_release
The findings may help explain why people with apple-shaped bodies are more likely than those with pear-shaped bodies to develop kidney disease.,1,press_release
"Living in a household with a prescription opioid user may increase risk of prescription opioid use, which may reflect both increased access to these products as well as shared risk factors, such as prescriber preference and prescription drug monitoring.",1,haber
"In the fully adjusted model, those with an ACB of >3 had 59% relative risk of incident stroke {hazard ratio [HR] [95% confidence interval (CI) 1.59 [1.34–1.89]} and 86% relative risk of stroke mortality [1.86 (1.37–2.53)] compared with those in ACB 0 category.",1,haber
DM and metabolic syndrome (MetS) have negative influence on fertility.,1,pubmed
Implementation of the package by family doctors was feasible and improved prescribing and some lifestyle changes.,1,pubmed
Participatory community-based nutrition education for caregivers improved child dietary diversity even in a food insecure area.,1,pubmed
"A relatively brief interruption of HAART resulted in significant improvements in total cholesterol, LDL cholesterol, and triglyceride levels.",1,pubmed
TTR in warfarin-treated patients was inversely associated with the occurrence of both stroke/systemic thromboembolic event and all-cause death.,1,haber
"To reduce the risk factors of developing CVD and preventing its progression significantly, it clearly serves to underscore the beneficial properties of physical activity and to promote its effectiveness as a support for healthier lifestyles in the community and particularly among military personnel.",1,pubmed
We evidenced strong associations between AMY1 or AMY2 activity and lower BMI,1,haber
Regression analyses showed that realistically pessimistic (vs. unrealistically optimistic) expectations predicted significantly fewer depressive symptoms and a lower risk of death.,1,haber
Cardiac vagal modulation at baseline predicts level of CRP 4 years later.,1,haber
"Neighborhood food environment factors, such as food desert
status, were associated with obesity status even after we controlled for home
food environment factors.",1,haber
"While LSG weakens the LES immediately, it does not predictably affect postoperative GERD symptoms; therefore, distensibility is not the only factor affecting development of postoperative GERD, confirming the multifactorial nature of post-LSG GERD.",1,pubmed
"Through EBMI, both groups are equally effective.",1,pubmed
"Patients receiving higher doses of prescribed opioids are at increased risk of
opioid overdose",1,haber
"New research published in the October issue of Liver Transplantation, a journal of the American Association for the Study of Liver Diseases, reported that high volume transplant centers more frequently utilized livers with a high donor risk index, but achieved better risk-adjusted graft and recipient survival rates compared with lower volume centers.",1,press_release
"Emphysema-like lung on CT was associated with all-cause mortality among
persons without airflow obstruction or COPD in a general population sample, particularly among smokers",1,haber
Endocarditis is a substantial clinical marker for presence of occult cancer.,1,haber
"IL-1Î² levels after  STEMI were strongly associated with impaired myocardial function and noninfarct LV  mass after 1 year, suggesting a potential role for IL-1Î² as a predictor of  maladaptive myocardial remodelling following reperfused MI.",1,haber
People with Alzheimer s disease may have lower risk of cancer and vice versa,1,press_release
"Changes in the Medicare reimbursement policy in 2004 and 2005 were associated with
reductions in ADT use",1,haber
"Among community-dwelling decedents of the Health and Retirement Study, there
was an independent association between obesity and reduced hospice service utilization, and inhome death, and higher Medicare expenditures in the last six months of life.",1,haber
"As compared with the reference
group (trajectory 7—stable overweight; preserved cognitive function and autonomy), 2 trajectories presented
increased hazards of dying: trajectory 1 (stable overweight; moderately impaired, then declining, cognitive function and
autonomy (adjusted hazard ratio = 1.79, 95% confidence interval (CI): 1.26, 2.55)) and trajectory 6 (stable normal BMI;
slight cognitive decline; and moderate, then degrading, loss of autonomy (adjusted hazard ratio = 1.67, 95% CI: 1.15,
2.44)).",1,haber
These results support that family-based cohorts can be an efficient way to examine gene-environment interactions.,1,pubmed
"Our results show a direct correlation between in vivo 25-hydroxyvitamin D levels and the number of VDR binding sites, although our sample size is relatively small.",1,haber
"In addition, all strains of E. faecalis and 10.8% of E. faecium strains were susceptible to ampicillin.",1,pubmed
Patients with both type 1 diabetes and CKD have an increased risk of adverse outcomes.,1,press_release
"Despite the fact that the present work shares some limitations mainly because of its cross-sectional design, the classification and regression tree approach has clearly demonstrated the interrelation between nutritional services and the health care system towards achieving benefits among the elders  quality of life.",1,pubmed
Higher ambient temperatures above a threshold of 20°C seem to be associated with a transiently increased risk of myocardial infarction 1-6 hours after exposure.,1,haber
"The risk was similar to that in smokers, implying that smokers will not reduce their risk of type 2 diabetes by changing to snus use.",1,pubmed
"We found that SD is associated with an ascending homicide trajectory. This result generally supports the notion that poor social structural conditions can create ‘space’ for criminal behavior and groups and, consequently, violent death.",1,haber
Findings suggest that the roll-out of VMMC in Orange Farm is associated with a significant reduction of HIV levels in the community.,1,haber
"""In patients who had had a recent acute coronary syndrome, dalcetrapib increased HDL cholesterol levels but did not reduce the risk of recurrent cardiovascular events.""",1,pubmed
Study finds pregnancy safe in multiple sclerosis,1,press_release
"Controlling for other demographic characteristics, women with at least secondary education were more likely to have an in-facility delivery compared to women who had not attended school; Similarly, women from households with the highest expenditure were more likely to deliver in a health facility compared to those from the lowest expenditure households",1,haber
L-trps effect on GLP-1 secretion is only minor.,1,pubmed
"Saharan African countries, the rapid, widespread implementation of insecticide treated nets (often referred to as ITNs--which can prevent malaria by protecting those sleeping under them from the bites of night-flying, malaria parasite-carrying mosquitoes) has been accompanied by significant reductions in child deaths, real life findings that reflect the results of clinical trials and support continued efforts to scale-up and maintain ITN coverage in sub-Saharan Africa.",1,press_release
"Changes in the Medicare reimbursement policy in 2004 and 2005 were associated with
reductions in ADT use, particularly among men for whom the benefits of such therapy were unclear.",1,haber
"The network of arteries supplying blood flow to the brain is more likely to be incomplete in people who suffer migraine, a new study by researchers in the Perelman School of Medicine at the University of Pennsylvania reports.",1,press_release
We conclude that height loss is positively associated with OPG in men and in postmenopausal women not using HRT.,1,haber
"A third of patients thought to have resistant hypertension had ""white coat"" hypertension during 24-hour ambulatory monitoring, in a large study reported in Hypertension: Journal of the American Heart Association.",1,press_release
"The study supports a  J-shaped association between alcohol and mortality in older adults, which remains  after adjustment for cancer risk.",1,haber
"""The benefits of ramipril observed during the active period of the HOPE trial were maintained during posttrial follow-up for cardiovascular death, stroke, and hospitalization for heart failure.""",1,pubmed
Estimated energy requirement and average protein requirement were clinically validated for prevention of nutritional decline and of impaired healing of deep pressure ulcers.,1,pubmed
concentration of prostate specific antigen at age 60 predicts lifetime risk of metastasis and death from prostate cancer.,1,haber
"Women who have a fear of childbirth spend longer in labour than women who have no such fear, suggests new research published today (27 June) in BJOG: An International Journal of Obstetrics and Gynaecology.",1,press_release
"Split liver transplantation carries no increased risk of failure in either recipient, allowing surgeons to safely save two lives from a single donated organ (graft), according to new research from Boston Children's Hospital published online in the Journal of the American College of Surgeons.",1,press_release
"Gout was associated with higher risk of venous thromboembolism,  particularly when the patient was not in hospital and regardless of exposure to urate-lowering therapy.",1,haber
Researchers who have been following Danish HIV patients for more than fifteen years now see that the patients may live as long as other Danes if they take their medicine.,1,press_release
"Among hospitalized older patients with HFrEF receiving contemporary treatments for heart
failure, digoxin use is associated with a lower risk of hospital readmission but not all-cause mortality",1,haber
"Among patients in the UK General Practice Research Database, the use of oral bisphosphonates was not significantly associated with incident esophageal or gastric cancer.",1,haber
"African Americans have more severe complications from systemic sclerosis, also known as scleroderma, than Caucasians.",1,press_release
""" Multiple epidemiologic, geographic, clinical, and immunologic factors are involved in the etiology of AP.",1,pubmed
Patients infected with HIV have higher drop out rate for liver transplantation,1,press_release
"Although ambient air pollution during pregnancy appeared to increase the relative odds of stillbirth, further studies are needed to confirm these findings and examine mechanistic explanations.",1,haber
Smoking intensity and cancer markers predict seriousness of bladder cancer,1,press_release
A study published in this week's PLoS Medicine suggests that there might be an association between maternal immunization with inactivated influenza vaccine during pregnancy and reduced likelihood of prematurity and the baby being small for gestational age.,1,press_release
"No clinically significant variation was  found among the 3 PCP types with regard to diabetes outcomes, suggesting that  similar chronic illness outcomes may be achieved by physicians, NPs, and PAs.",1,haber
the vitamin C protocol was not associated with patient harm,1,haber
Different prognostic factor combinations distinguish high-risk populations of early or late HCC recurrence.,1,pubmed
"A new study debunks the myth that younger moms are more likely to ""bounce back"" after having a baby - teenage pregnancy actually makes women more likely to become obese.",1,press_release
"Contrary to popular belief among physicians, frailty in elderly patients is not associated with an increased risk of adverse reactions to medications, according to a study led by Michael Steinman, MD, a geriatrician at the San Francisco VA Medical Center.",1,press_release
"Feeling lonely, as distinct from being/living alone, is linked to an increased risk of developing dementia in later life, indicates research published online in the Journal of Neurology Neurosurgery and Psychiatry.",1,press_release
A higher NSBB dose and dose titration were protective; yet most patients did not have the NSBB dose titrated to the recommended levels.,1,pubmed
Mayo Clinic  Common blood pressure drug linked to severe GI problems,1,press_release
Ovarian cancer patients were at an increased risk of developing ischemic stroke.,1,haber
"The proportion of Americans who are severely obese -- those people 100 pounds or more overweight -- continues to increase rapidly and much faster than those with moderate obesity, but the rate of growth has slowed, according to a new RAND Corporation study.",1,press_release
"In the US population, low ALT was associated with higher mortality risk, possibly attributable to decreased appendicular lean mass.",1,haber
The use of cochlear implants in young children was associated with better spoken language learning than would be predicted from their pre-implantation scores.,1,haber
Metformin use does not increase the risk of RAAA among individuals with diabetes.,1,pubmed
Depression and antidepressant use for  mood indication are common in young adult incident patients initiating HD and and  are associated with higher hospitalization rates during the first year,1,haber
Early age at the onset of seizures and delayed global development were associated with a higher frequency of resistance to antiepileptic drugs (AEDs).,1,press_release
"The H1N1 virus was new, and most of the cases occurred among young people.",1,press_release
"In patients with septic shock, rapid administration of antibiotics was generally
associated with a decrease in-hospital mortality but no ""every hour delay"" was seen",1,haber
"Children who did not receive enough iodine in the womb performed worse on literacy tests as 9-year-olds than their peers, according to a recent study accepted for publication in The Endocrine Society's Journal of Clinical Endocrinology & Metabolism (JCEM).",1,press_release
"Our results support the hypothesis that higher levels of circulating CRP are associated with increased risk of ovarian cancer, indicating that the role of inflammation in
ovarian cancer requires further elucidation.",1,haber
These results suggest that health outcomes of moderate/late preterm and early term babies are worse than those of full term babies,1,haber
PMI may have significantly  contributed to reducing the burden of malaria in SSA and reducing the number of  child deaths in the region.,1,haber
The presence of a Charcot-related foot wound at presentation increased the likelihood of a major lower extremity amputation by a factor of 6.,1,pubmed
"TORONTO, Ont., Aug. 18, 2011_A new study has found no evidence that patients who had a heart ultrasound known as an echocardiogram before major surgery had improved survival rates one month or one year after their operation.",1,press_release
Increased risk of sleep disorder in children who received swine flu vaccine,1,press_release
Our analyses suggest that SNAP participants have lower dietary quality than their income-eligible nonparticipant counterparts.,1,haber
Higher cord plasma BDNF levels protected against nondiabetic macrosomia.,1,pubmed
"On the other hand, harbouring 6R-tetrahydrobiopterin responsive genotypes did not predispose patients to better physical outcomes.",1,pubmed
"Overall, greater exposure to neighborhood foreclosures had mixed associations with cardiometabolic risk factors over time.",1,haber
"A new systematic review published in The Cochrane Library has raised doubts as to the effectiveness of ""red flag"" indicators at both identifying and excluding cancer in patients with lower back pain.",1,press_release
Home nutritional advice during the first year of life decreases caries incidence and severity at four years of age in a low income community.,1,pubmed
The risk of developing atrial fibrillation (an irregular or abnormally fast heart beat) or bradyarrhythmias (a heart beat that is too slow) was greater among skiers who completed a higher number of races and with a faster finishing time relative to other participants.,1,press_release
"In a phase 2B randomized trial of patients with moderate to severe DG, relamorelin significantly reduced core symptoms of DG and overall composite score compared with placebo, accelerated GE, and was generally safe and well tolerated.",1,pubmed
Chronological age and menopausal status are both independently associated with CVD risk factors.,1,haber
Our findings suggest that the use of lottery tickets as incentives to increase participation in a mail questionnaire among parents may be less valuable or even harmful.,1,haber
"Patients with unintentional firearm injuries (n = 180) were more likely than those with other unintentional injuries (n =62 795; odds ratio [OR], 2.01 [95% CI, 1.31 to 3.09]) and no in- juries (n = 172 830; OR, 3.43 [CI, 2.22 to 5.32]) to have been arrested for a violent crime before hospitalization.",1,haber
"A receding hairline is not linked to an increased risk, the analysis indicates.",1,press_release
ZOL did not improve DFS when combined with CT.,1,pubmed
"In a study of more than 18,000 patients having surgery for hip fracture, researchers at the Perelman School of Medicine at the University of Pennsylvania found that the use of regional anesthesia versus general anesthesia, was associated with a significant reduction in major pulmonary complications and death.",1,press_release
"Temporary staff members working in a hospital's fast-paced emergency department are twice as likely as permanent employees to be involved in medication errors that harm patients, new Johns Hopkins research suggests.",1,press_release
Nearly 40% of the VBTs found were not related to antiviral drug resistance.,1,press_release
"Women who were born premature are more likely to have pregnancy complications than women who weren't, according to data analyzed by a team lead by Dr. Anne Monique Nuyt, a neonatal specialist and researcher at the Sainte-Justine Mother and Child University Hospital Center and University of Montreal.",1,press_release
Women with an initial EP have a lower chance of conception than those who miscarry but an increased risk of a repeat EP in comparison with all three comparison groups,1,haber
Consumption of non–cow’s milk beverages was associated with decreased serum 25-hydroxyvitamin D levels in early childhood.,1,haber
"Complaints were more common in men treated with radical prostatectomy (surgical removal of the prostate) or male hormone-blocking drugs combined with radiation therapy, according to the study by researchers from Dana-Farber/Brigham and Women's Cancer Center (DF/BWCC).",1,press_release
Dementia diagnosis twice as likely if older adult has schizophrenia  cancer less likely,1,press_release
The determination of the failure criteria of NIMV and the expertise of the team is critical for treatment success.,1,pubmed
"Among women in England and Wales, pregnancy was associated with a greater risk of invasive H influenzae infection.",1,haber
"A new study by Derek Ng, from the Johns Hopkins Bloomberg School of Public Health in the US,  and his team shows that race is not linked to an increased risk of death but being underinsured is a strong predictor of death among those admitted into hospital with a serious cardiac event.",1,press_release
"Findings suggest that neighborhood walkability is linked to abdominal adiposity,
as measured by waist circumference, among older women and provide support for future
longitudinal research on associations between Walk Score and adiposity in this population",1,haber
"For certain types of congenital heart abnormalities, Hispanic children as well as non-Hispanic black children fare worse than non-Hispanic white children.",1,press_release
"Among young survivors of first myocardial infarction followed-up longitudinally, smoking cessation is associated with lower risk of cancer.",1,haber
"Although overweight without central obesity was associated with cardiovascular risk factors
and a high cardiovascular risk among men, men in this anthropometric group had a lower mortality risk",1,haber
"In this longitudinal population-based study, we found that, after adjustment for familial confounding, epilepsy was not associated with increased risk of violent crime, questioning expert opinion that has suggested a causal relationship.",1,haber
"The total volume of sedentary time as well as how one accrues sedentary time are
both associated with all-cause mortality",1,haber
"HIV infection contributed to decreased TC, LDL-C and HDL-C.",1,pubmed
A prospective study by researchers at Brigham and Women's Hospital (BWH) observed an association between risk of second primary cancer and history of non-melanoma skin cancer in white men and women.,1,press_release
"Exposure to household disinfectants was associated with higher BMI at age 3, mediated by gut microbial composition at age 3-4 months.",1,haber
Weight loss clinic drop out rates are a huge barrier to treating obesity,1,press_release
Multiple sclerosis patients have lower risk of cancer  UBC VCH research,1,press_release
Hispanics who were socially isolated had a greater risk for increased left ventricular mass.,1,haber
"When the same patients were admitted with similar diagnoses to hospitals in the best performing quartile compared with the worst performing quartile for hospital readmission performance, there is a significant difference in rates of readmission within 30 days",1,haber
Rate of chronic health problems for low birth weight children does not increase in adolescence,1,press_release
"Findings published online in Liver Transplantation, a journal of the American Association for the Study of Liver Diseases and the International Liver Transplantation Society, indicate that risk of organ failure and mortality from partial or split liver transplant was comparable to whole organ transplant in this pediatric population.",1,press_release
"Overall, women with MS had an increased risk of infections and preterm delivery; however, their risks for other adverse pregnancy outcomes were not elevated.",1,haber
"The dose-response of pregabalin for pain, PGIC, and sleep quality was demonstrated, highlighting the benefit of achieving the maximum recommended dose  of 300\\xa0mg/day for pDPN, 300-600\\xa0mg/day for PHN, and 300-450\\xa0mg/day for FM.",1,pubmed
Continuity of stiffness maps allowed for choosing multiple quantification ROIs which covered large areas of lesions and resulted in similar diagnostic performance based on average and maximum elasticity.,1,pubmed
New research shows that exposure to stressors in the Neonatal Intensive Care Unit (NICU) is associated with alterations in the brain structure and function of very preterm infants.,1,press_release
Pediatric orthopaedic surgeons show age related patterns of spine injury in ATV injuries,1,press_release
Care for older men with cancer in the VHA system was generally similar to or better than care for fee-for-service Medicare beneficiaries.,1,haber
"""Hence weight-focused treatment approaches can help reduce the economic burden for patients with T2DM.""",1,pubmed
"Women who drink 15 grams or less of alcohol a day (the equivalent of one drink of any alcoholic beverage) at midlife may be healthier when older than women who do not drink at all, who consume more than two drinks a day, or who consume four drinks or more at the one time.",1,press_release
Earlier and surgical menopause were associated with higher CHD risk.,1,haber
"high levels of IgM against MGOapoB100 are associated with less severe and a lower
risk of progression of coronary disease in subjects with type 2 diabetes",1,haber
Cefoxitin is an alternative treatment to carbapenems for urinary tract infections caused by ESBL-producing Enterobacteriaceae.,1,pubmed
Our findings suggest that both eGFR and PTH are significantly associated with vitamin D metabolism in men without known CKD.,1,haber
Alcohol may protect trauma patients from later complications,2,press_release
There is no association between risk of early childhood cancers and estimates of the mother’s exposure to mobile phone base stations during pregnancy.,2,haber
"Cross-sectional associations between men's attitudes towards IPV and reported IPV were not significant in Wave 1, while positively and significantly associated in Waves 2 and 3.",2,haber
We conclude that prolonged second stage of labor is associated with an increased risk of low 5 min Apgar score.,2,haber
Incidences of all stroke subtypes are increased in COPD,2,haber
Mortality is markedly reduced in unstable patients who receive an IVC filter.,2,haber
"In Raynaud's phenomenon, laboratory markers that can be attributed to a chronic inflammatory state independently yield prognostic information in addition to the presence of abnormal nailfold capillaries and ANA",2,haber
Having a baby has a marked effect on 10-year weight gain,2,haber
"The death rate -- higher than many estimates for young athletes -- could influence health screening guidelines for youths in organized sports, researchers said.",2,press_release
Pregnancy is associated with a substantial risk of a serious motor vehicle crash during the second trimester,2,haber
This study suggests that the protective effect from farm upbringing on subsequent asthma development could not be explained by selective migration.,2,haber
Routine head hits in school sports may cause brain injury,2,press_release
"The number of cases of idiopathic pulmonary fibrosis (IPF) has continued to rise significantly in the first decade of the 21st century and could lead to more deaths than ovarian cancer, lymphoma, leukaemia, or kidney cancer, reveals research published ahead of print in the Thorax journal.",2,press_release
"Colonoscopy with polypectomy can be associated with
strongly reduced risk for CRC in the population setting",2,haber
These results suggest that the use of high-dose (but not low-dose) single vitamin C or E supplements may increase the risk of age-related cataract.,2,haber
"Although we cannot define an optimum duration for resuscitation attempts on the basis of these observational data, our findings suggest that efforts to systematically increase the duration of resuscitation could improve survival in this high-risk population.",2,haber
"—Increased continuity was associated with an overall
decrease in overuse, suggesting a potential benefit of high-continuity care; however, the strength
and direction of the association varied according to the specific procedure.",2,haber
Our results suggest that feet are impenetrable to the alcohol component of vodka.,2,haber
"No clinically significant variation was found among the 3 PCP types with regard to diabetes outcomes, suggesting that similar chronic illness outcomes may be achieved by physicians,
NPs, and PAs.",2,haber
"Among patients  with chronic HCV infection and advanced hepatic fibrosis, sustained virological  response to interferon-based treatment was associated with lower all-cause  mortality.",2,haber
"The negative product term from the exponential model revealed a sub-multiplicative interaction between obesity and smoking (β = −0.28, 95% CI: −0.45, −0.11; P < 0.001).
The relative excess risk of interaction was −0.34 (95% CI: −0.60, −0.07), indicating the presence of sub-additive interaction",2,haber
This study found no evidence of an increase in risk of presentation to hospital with epileptic seizures after vaccination with a monovalent AS03 adjuvanted pandemic H1N1 influenza vaccine.,2,haber
"Results of this large,  prospective cohort study in women with more than 20 years of follow-up indicate a consistent link between migraine and cardiovascular disease events, including  cardiovascular mortality.",2,haber
Lower salt intake likely to have had key role in plummeting cardiovascular disease deaths in past decade,2,press_release
Levothyroxine malabsorption likely occurs with hypothyroidism and untreated celiac disease.,2,haber
