sentence,label,source
"In other words, a dictator is more likely to make a fair offer if he/she expects the audience to observe their choice.",1,ssc
"Consequently, our results indicate that emoticons mainly affect behavior through the communication channel provided with it (feedback as pre-play communication).",3,ssc
"As a random-pairings session continues, some of these first-round cooperators get discouraged, and shift to defecting in the first round.",3,ssc
"However, if each individual attempts to maximize his or her self-interest, the collective outcome will be less desirable than if each individual attempts to maximize the collective interest (Dawes, 1980).",2,ssc
"While the behavior of subjects in the low-reward conditions is more ambiguous, it is congruent with the speculation that persons are not highly motivated to do well in the PD game when earnings are small, irrespective of the extent to which the rewards are equitable.",3,ssc
"It may well be that if a group fails in establishing the public good, a self-sacrificing leader may be evaluated as poor since his or her efforts did not prevent the group from failing.",2,ssc
"Although punishment may be used to regulate the members of the in-group, the evidence presented here suggests that it is often driven by intergroup biasleading to harsher punishment of out-group members.",2,ssc
The original MGE had a strong effect because it involved allocation of tangible rewards; this implies that mere categorization produces discriminative behavior.,3,ssc
"Clearly, the salience of social categories may be important in order to create cooperation within groups (e.g.",2,ssc
People may voluntarily contribute to a public good because they feel morally obligated to assist others in a common cause or because they realize that contributing will help the group as a whole.,2,ssc
Subjects' reaction to punishment suggests that earnings feedback affects negatively their expectations about the contribution of their peers in the following period.,2,ssc
This unpredicted interaction may have happened due to collectiveness created by the community title.,2,ssc
But since the payoff for mutual defection is smaller than the payoff for mutual cooperation (fwo) the dilemma arises on what to choose if having in mind also the welfare of the society and not just personal interests.,2,ssc
"The payoff of the lottery ticket depended on the result of a toss of a fair coin with ""heads"" resulting in a payoff of two dollars and ""tails"" resulting in no payoff.",3,ssc
"I felt proud of myself, because thanks to me my two friends talked, and solved their problem.",3,ssc
"Due to random encounters, this initial defection will spread at random throughout the economy.",2,ssc
