sentence,label,source
"The 'degree of imperfection' of this information clearly increases with the size of the group, because it becomes increasingly difficult to decompose the responses of other subjects into their reactions to the simultaneous changes in the contributions of their counterparts.",2,ssc
"This leads to a 'fairness' scenario in which the wealth of richer subjects is invested in their local network, allowing poorer neighbours to gain wealth.",3,ssc
"Alternately (or additionally) she may value the public good or charity itself and, believing that contribution levels are strategic complements, give more to influence others to give more.",2,ssc
"Similarly, a pro-social subject (again defined by his decisions in the experimental choice set) would tend to make slower selfish decisions and faster pro-social decisions.",1,ssc
"Policies like the Pigouvian subsidy ignore these non-Nash behaviors, and the result is that inefficient under-extraction is exacerbated in our context.",3,ssc
"A second and related implication is that when the CPR range ␤ Ϫ ␣ increases beyond a certain threshold, the individual requests will increase too.",3,ssc
"Since the same presentation of information was used in her experiment, significant positive effects of trust on group size was observed even in the experimental situation where only this minimal information about others' behavior was presented.",3,ssc
Our studies suggest that sometimes coordination can be easily promoted by simply pointing out to people that certain information is available to all people involved.,2,ssc
"Through such mechanisms, a deliberation treatment might increase cooperation in the second stage of a sequential prisoner's dilemma, contrary to the prediction of the SHH.",2,ssc
"As is argued in the literature, the effects of these punishments are clear: cooperation is established and maintained Sefton, Shupp & Walker (2002).",3,ssc
"It serves people's short-term self interest not to contribute to the establishment of an authority, but if none or only few group members cooperate there will be no authority in place to monitor the good, and therefore the good may fail to be provided.",2,ssc
"This is to be expected given the plausible assumption that the moralistic punishment by the partners had served to increase participants' willingness to cooperate in Experiments 1 and 2 (consistent with Fehr & Gächter, 2002).",2,ssc
"Gaining from the public good provided by their group, subjects increased their initial budget of 200 Rs by 59%.",3,ssc
The refined approach builds on key tenets of social identity theory to argue that identity affects cooperation by leadings actors to maximize ingroup outcomes and minimize ingroup inequalities.,3,ssc
"If the goal-transformation hypothesis is correct, then the behavior of proselfs should be affected more strongly by the type of identity that is salient (personal vs. group).",3,ssc
"The results of these groups show a crystal-clear picture: Participants overwhelmingly elected the best candidate in the absence of conflicts, but once competitive ''bribes'' were introduced, knowledge-sharing broke down, and the groups failed to pool information and to uncover the objectively best candidate, so an inferior candidate was elected in more than 80% of these elections.",3,ssc
"Threat of revenge induce more deliberation on punishment and reduces other perverse punishment, which will have a positive impact on cooperation.",3,ssc
Hypothesis 2: The presence of a threshold constraining participants' activities will lead participants to be less holistic in their cognitive orientations than when a threshold is not present.,3,ssc
"If imperfect information reduces the incentive to match others' contributions, both the matching rates of actors with relatively high marginal benefit functions and those with relatively low marginal benefit functions will tend to fall.",1,ssc
The upshot of these comments is that large churches as well as small churches must create a sense of belonging if they are to mitigate members' free riding tendencies and survive.,3,ssc
The binary-choice is used because there is no a priori way of determining whether a second decider will interpret a given level of cooperation by the first decider in the continuous cooperation/sequential version as 'cooperative' or 'non-cooperative'.,2,ssc
Both effects should cause increase in public-good provision at least at level 1.,2,ssc
The absence of an end-game effect or of a negative time trend in these groups is remarkable and offers evidence that unobservable sanctions can have a long-term impact on cooperation.,2,ssc
"The very existence of a government that can promulgate and enforce regulations to deter free riding while acting as a faithful agent of its citizens depends on voluntary pro-social acts such as citizen scrutiny of politicians' actions, self-education about political issues, and making the effort to vote in elections.",2,ssc
"Thus, they understand that they need to cooperate among themselves if they want to earn money.",1,ssc
"However, we have to recognize that as the subjective probabilities go to zero, the economic impact of choices becomes weak.",3,ssc
"In other words, acceptance would be more common if the subjects' expectations were met because, although a shared concept of fairness exists, fairness is sensitive to different factors (personal, situational, and social) that influence expectations and fairness perception.",1,ssc
This equilibrium arises because with more than one person contributing at least one contribution is wasted because that second person would be better off by not contributing.,2,ssc
It is therefore possible that the higher rates of cooperation in PD are (partly) due to the smaller size of the action set.,1,ssc
When designing emotional agents we have shown how the addition of mood can be used to enhance the decision-making aspect of that agent.,3,ssc
"Further, because direct reciprocity was not possible in our experiments, sharing arrangements were not self-enforcing.",3,ssc
Previous research has shown that behavior aligns with self-interest only when self-interest is salient.,2,ssc
"On one hand, these findings partially confirm our speculation vis-à-vis the role of risk taking: reciprocators were not necessarily cooperators under conditions of uncertainty, as some of them chose to cooperate because they could bear a high risk in anticipating the counterpart's goodwill.",3,ssc
The discrepant levels of attention paid to music in relation to consumer behavior and employee or organizational behavior are most clear when considering retail workspaces because (i) customers and employees cohabit the locations and (ii) it is reasonable to expect that music that is selected to influence the behaviors of customers would have similar influences on employees.,2,ssc
"As actors participate in the production of public goods, processes of social comparison may affect the decisions about the individual contributions as well as the endogenously changing structure of an underlying social network.",2,ssc
"The individual -group discontinuity effect entails that in mixed-motive situations, such as the Prisoner's Dilemma game (PDG), intergroup interactions are more competitive than inter-individual interactions.",2,ssc
"Because the approach of pausing first-order collective action for multiple punishment stages has been explored extensively by others and because situations that it may fail to mirror well strike us as common and important, we study higher-order punishment in a repeated play dilemma game with the constraint that the number of punishment stages not exceed the number of contribution stages by more than a factor of two.",2,ssc
The mutuality of the response improves the prognosis for the couple's staying together.,3,ssc
Results show that tax publicity reduces both the number of evaders and the amount of tax evaded.,3,ssc
"Taken together, our results illustrate the importance of equality as a normative criterion and how the efficacy of communication is reduced in the presence of normative conflict.",3,ssc
"This is because probability theory will predict that individuals will not allocate higher weight to any particular numbers, because the probability of winning should be the same for all numbers.",1,ssc
"Specifically, with the addition of the G allele on rs237887, self-reported positive emotional reactions significantly decreased (see Figure 1).",3,ssc
"The results of the present study constitute, in a way, a return to the idea that fairness judgments are not affected by dilemma type, although we now suggest that it is the presentation of decisions in the dilemma types that induces the focus.",1,ssc
There are indications that the unequal range of pay-off accelerated the observed trends rather than reversing them.,1,ssc
"The significant positive coefficient of Negative deviation of j in the first two regressions reveals that the greater the extent of free riding is, the greater is the likelihood and severity of altruistic punishment in the Baseline treatment.",3,ssc
"Because the cooperate-cooperate outcome produces more wealth than any other, optional entry will increase social welfare.",3,ssc
"The increase in average contributions for the US region in RN (29.8) relative to ON (26.7) is due to the fact that, in ON, 64% of American participants opted for the principles of future polluter-pays and equal percentage reduction of current  emissions, both of which are synonymous with the smallest public good contribution; conversely, in RN, 62% of Chinese participants selected the principles of equal per capita entitlement to emissions and historical polluter-pays, the equity principles that denote the largest contributions for the US region.",3,ssc
"When there is no privately provided public good, subjects can cooperate only through paying taxes.",3,ssc
Tokens kept have a private value while tokens invested in the public fund generate a 'public good' return by transferring income to the contributor and the rest of the players.,3,ssc
"Thus, representatives successfully advanced the interests of their constituencies when bargaining with persons who did not have constituencies of their own.",3,ssc
"However, if each individual attempts to maximize his or her self-interest, the collective outcome will be less desirable than if each individual attempts to maximize the collective interest (Dawes, 1980).",2,ssc
Liebrand et al. (1986) concluded that cooperators may place a higher value than individualists on how well an interaction satisfies personal or social behavioral standards.,2,ssc
This unpredicted interaction may have happened due to collectiveness created by the community title.,2,ssc
These results suggest that the shared outcomes involved in cooperation did increase cohesiveness.,2,ssc
Result 7: Take framing weakly reduces cooperation for men and weakly increase cooperation for women.,3,ssc
"Because participants generally cooperate withand rarely defect againstcooperators in the iterated PDG, the resulting distribution of the number of rounds participants cooperate tends to be severely non-normal.",2,ssc
"Depending on the parametrization, this new game can have egalitarian equilibria as well as asymmetric solutions, leaving one player worse off.",2,ssc
"Thus, a leader who dislikes disadvantageous inequality would tend to opt for NEG as an incentive scheme.",1,ssc
The paying taxes label should then lead to contributions comparable to those participants who do not spontaneously associate the public goods game with teamwork.,3,ssc
"For example, past research has shown that individual differences in social value orientation (SVO), a measure of concern for both self and others outcomes in interdependent social interactions (Messick & mcclintock, 1968), is able to predict contribution to public goods (e.g., Stouten, De Cremer, & Van Dijk, 2005. cf. Parks, 1994), even when defection is objectively the most economical course of action (Komorita & Parks, 1996).",1,ssc
"A decrease over time is consistent with game-theoretical predictions about conditional cooperation, since individuals are expected to eventually modify their behavior over time to maximize their earnings.",3,ssc
"Collectively, these informal sanctions provide a powerful mechanism for guiding social behavior.",3,ssc
"More specifically, the MCL may be higher in the VCM with real-time contributions simply because people tend to contribute more when they are observed, even if the observers' actions are not affected by this monitoring.",2,ssc
"The extent of individual cooperation tends to be higher among high-identifying individuals, either because they place greater value in the good itself (De Cremer & Van Vugt, in press;Kerr, 1996), because they have greater trust in the cooperative intentions of fellow group members (Brann & Foddy, 1987;Brewer & Kramer, 1986;Kramer & Brewer, 1984), or both.",1,ssc
Punishment is generally lower when the target was the highest contributor in the group and this effect is stronger for actual than for requested punishment.,3,ssc
"Our results show that emotion-regulation knowledge is itself neither positive nor negative, but can facilitate the objectives of individuals whose interests are in doing harm as well as those interested in benefiting the greater good.",2,ssc
"More interesting, however, is that the Sanction × Options interaction effect showed that the sanction increased the collective outcomes only in the two options condition.",3,ssc
This improves the earnings for those groups but the lowest earnings are not too different and this pulls the overall average earnings down to look more similar across treatments.,3,ssc
"In our study, by perceiving the punishment executer to be human, we show that such a rule could emerge spontaneously because the rule benefits the punishment executers themselves.",3,ssc
"Hence, it is attractive not to purchase a TV-license, but if too many do so, the good may not be provided at all.",2,ssc
"Subjects who did not see the pool size drop tended to vote against the elimination of free access to the commons, whereas subjects who did see their pool size drop voted to relinquish free access.",2,ssc
"Namely, at the end of a repeated public good contribution game, if a surprise announcement is made that the same group of subjects will play another repeated game, contributions initially jump back to a relatively high level and then decrease again over time.",2,ssc
"In sum, the content analysis of communication provides further evidence that conflict expenditures in OPEN are lower than in the other treatments because subjects discuss and successfully implement turn taking behavior between groups.",3,ssc
The results show that cooperation was higher when people could leave bad partners versus when they could not.,2,ssc
"The group's average contribution across periods 1-16 (""Contribution P1-16"") has a significantly positive impact on the probability of appointing a leader in period 17 and in period 21.",3,ssc
"Nonetheless, we feel that it is worthwhile showing that the extra step of instrumenting for received messages does not affect our main conclusion: there is a causal relationship between receiving an explicit threat and cheating on collusive agreements.",3,ssc
"If the memory advantage for expectancy-incongruent information is abolished under cognitive load, our ability to successfully engage in social cooperation would be impaired because this type of memory is essential for correcting maladaptive behavior tendencies.",2,ssc
They produce evidence to support the notion that a greater MPCR distance increases contribution by making the gains from cooperation in the social dilemma more salient for all group members. 18,3,ssc
"This impression was reinforced by pair-wise comparisons indicating that participants who underwent the TÀ treatment on study day 1, and who showed relatively reduced number of cooperative responses, significantly increased their cooperative responses after the T + treatment on study day 2, while participants who underwent the T + treatment on day 1 showed similarly high levels of cooperation on day 2.",3,ssc
"The larger this bias, the stronger the effect of ignorance on norm compliance.",3,ssc
"These 2 features make Jan and Marcia socially interdependent, and the rank order of outcomes available to each of them will constitute a Prisoner's Dilemma.",3,ssc
"Consequently, the payoffs of free-riders in SFI decrease and over the periods, participants in SFI experience the typically observed collapse of cooperation in repeated social dilemma interactions (Fig. 1).",3,ssc
My understanding of people's ideas about cooperation in Kamchatka was significantly enhanced by the opportunity to refer back to the game when explaining my thoughts and posing my questions.,1,ssc
"The present findings complement this growing literature by showing that people are actually willing to forgive an incident of noise, as long as the partner communicates about noise and clarifies the actual (benign) intentions.",2,ssc
The groups convened in separate adjacent classrooms to prevent communication between groups.,3,ssc
Allowing individuals to punish their peers for socially bad behavior can improve cooperation in groups and sometimes allow them to achieve more efficient outcomes in social dilemmas by instilling positive social norms (Ostrom 1990;Fehr and Gaechter 2000;Chaudhuri 2011 provides a recent survey).,2,ssc
"Without data on both expectations and contributions, it can be difficult to identify the strategies adopted by participants in economic games, a necessary step to test fully theories of cooperation.",2,ssc
"In a highly congested road, for example, at peak hours commuting car drivers are not willing to share the road or let other vehicles use the road space correctly, exacerbating the tragedy associated with the overuse of that road space, even if this is highly inefficient.",1,ssc
"Under naturally occurring circumstances, search costs and switching costs, as well as fluctuations in individual performance, tend to delay regrouping.",1,ssc
"In many social-game protocols, ranging from gift-exchange over ultimatum bargaining to public-good situations, human behaviour differs substantially from the Nash-equilibrium that results if we assume that players care only about their own monetary payoff.",2,ssc
"We find that in the presence of conditional cooperators, common knowledge does enhance efficiency mostly because the advice left in this treatment is more exhortative.",3,ssc
The type of prisoner's dilemma game influenced the strength of the observed correlation between discounting and cooperation.,1,ssc
The difference between the group-representative and group-all condition was interpreted as consistent with a prediction that intergroup contact can reduce competitiveness even when there is conflict and the absence of norms requiring cooperative behavior.,2,ssc
"Secondly, the experience of conflict may create or deepen ingroup identity, strengthening other-regarding preferences toward in-group members and making it more attractive to cooperate within groups.",2,ssc
"(If commitments are more than just con-  .20 tracts with particular people, but are also prebehavior choices to behave in a particular way, such a correlation will occur even after a switch has been made and the contractual relevance of the people to whom the commitments were made has been removed.)",1,ssc
This conditional behaviour may even inhibit the process of discovering the profitable strategy.,2,ssc
"It has been hypothesized that social learning has played a pivotal role in making human societies cooperative, by favouring cooperation even when it is not favoured by genetical selection.",2,ssc
"Thus, if the default effect is partly explained by information conveyance, we expect to find it less pronounced when the default contribution can be a randomly drawn number over the support of choices in the game.",2,ssc
"Consistent with our second hypothesis, which predicts that relationship duration mediates the impact of tie strength on cooperation, we find that both the main effect of tie value and its interaction with the number of tie swaps are diminished, relative to Model 2. The main effect decreases by 64% (from −.069 to −.025), and the interaction with the number of tie swaps decreases by 65% (from .029 to .01).",3,ssc
"We consider nondivisibility to be the more important factor in determining individual members' willingness to contribute to the provision of the public good, because it directly affects the value of the good to the individual.",3,ssc
"If there were no time value, then there would be no advantage to hiring an agent first (since the other party would respond by hiring an agent instantaneously), and therefore a prisoner's dilemma could not exist.",2,ssc
"Intuitively it can be expected that the tendency to defect will increase with group size N and costs K, and will decrease with the incentive U.",2,ssc
"This implies that there are signs that moving beliefs may have been one of the channels through which priming affected contributions, but this channel seems to be surprisingly weak and statistically insignificant.",2,ssc
"In line with these predictions, Pellegrini & Long (2002) have observed an initial increase in aggressive competition as adolescents moved from primary to secondary school, and bullying behavior appeared to mediate dominance status during this transition.",3,ssc
"During donation choices, peer presence resulted in higher donations and enhanced activity in several social brain regions including the muff, TPJ, precuneus and STS.",3,ssc
"Berkowitz (1960) has demonstrated that unexpected frustrations produce more hostility than expected frustrations and, what is more important for the study reported here, that subjects who expect hostility and receive friendliness will reveal a greater trend toward friendliness than those subjects who have a reason to expect friendliness.",3,ssc
"interactions reduce the degree of control in the experiment because it is difficult to assess whether appearances, show banter, and the like influence observed decisions.",3,ssc
"This earlier experience, we find, causes the players to update their expectations, leading more groups to choose the tipping game compared to the treatment in which groups lack this experience.",3,ssc
"A possible explanation is that the cooperation norm is more salient in the former than in the latter, due to the fact that in ""public,"" everyone observes punishments for norm violations.",3,ssc
"Research also shows that when people adopt a more abstract or higher construal level (Trope & Liberman, 2010)-that is, they feel more psychological distance-they show more pro-self-orientation, leading them to engage in behaviors that fit with the social motivation they endorse (Giacomantonio, De Dreu, Shalvi, Sligte, & Leder, 2010).",2,ssc
The first conjecture refers to the potentially positive effect that leadership signaling per se may have in catalyzing cooperation.,2,ssc
"Because the profits of having a large herd accrued exclusively to the individual herdsman, whereas the costs in terms of exceeding the carrying capacity of the common were incurred collectively by all herdsmen, each herdsman could gain wealth by grazing increasingly large herds on the common.",2,ssc
""" 5 contexts lead actors to rely more on contributions to the group than competitive contexts, while competitive contexts lead actors to rely more on punishment of others than cooperative contexts.",2,ssc
"In the case of defaults, an endowment effect may be at work: people may perceive the default option as something they possess and, thus, place more value on it.",2,ssc
"In two behavioral experiments, we offer individuals the latter possibility: Participants can work together to increase the total size of the pie and hence increase the size of their own slice.",3,ssc
"For both these reasons, along with the frequently large size of the effects we observe, dynamic partner updating deserves to be considered among the most promising levers for eliciting cooperation between humans, especially in informal settings.",2,ssc
"As for the issue of sanctions, we noted earlier that due to trust based in the system, sanctions can increase expectations of cooperation.",2,ssc
"The results show that uncertainty per se lowers individual but not group contributions, lagged marginal incentives significantly predict contributions, and individuals significantly react to own-deviations from average group contributions.",3,ssc
"Namely, the sequential ordering of the choices that are available to and exercised by interdependent actors, including who makes the opening move, can markedly influence subsequent social decisions.",2,ssc
" Sullivan & Lyle questioned the effect of player-player anonymity, emphasizing that the imperfectness of the anonymity might have influenced play.",2,ssc
"In conservation psychology, the accumulated evidence indicates that people's conservation performance is strongly determined by normative prosocial influences.",2,ssc
"However, the non-monotonicity between observability and deterrence we observe is troubling, because it suggests that simply increasing the ability to monitor outside threats may not lead to better outcomes, and it leaves us unsure about what level of observability is required to generate better outcomes.",1,ssc
"Certainly, strong social bonds make visualizations of others easier, providing a firmer impetus for volunteering.",3,ssc
"A number of studies have argued that survey-based measures have to be treated with caution in the CDD context and that this may explain the mixed evidence on CDD and social capital in the first place (Avdeenko & Gilligan, 2015;Ban et al., 2015;Mansuri & Rao, 2013;Wong, 2012).",2,ssc
"Relying on the same measure of trust, Knack and Keefer (1997) showed that an increase in the level of trust positively affects the annual growth rate of per capita income.",3,ssc
Our experiments have led us to conclude that cooperation rates can be radically affected by one factor in particular.. . .,2,ssc
"First, the task of learning and familiarization was harder, since the first choice of rules occurred before subjects had any experience interacting in a VCM with or without punishment.",1,ssc
"When such conditions exist, there is an intraclass correlation (ICC), and the assumption of independence of observations for regular regression is violated (Hox, 1998;Kreft & De Leeuw, 1998;Raudenbush & Bryk, 2002).",2,ssc
"Due to random encounters, this initial defection will spread at random throughout the economy.",2,ssc
"Here we present a theory of why (and for whom) intuition favors cooperation: cooperation is typically advantageous in everyday life, leading to the formation of generalized cooperative intuitions.",3,ssc
"An examination of histograms of scores for each condition suggests that people tended to lapse into either full cooperation or full defection in the no communication condition, which greatly increases the variance of the condition.",3,ssc
When the first mover cooperated there is a clear decline in cooperation as scores in perspective taking increase.,3,ssc
Increased average contributions with excludability are caused by significantly fewer free riders and more full contributors; see the last column of Tables B2.1 and B2.2 in the Appendix.,3,ssc
It was concluded that the high degree of competitiveness typically found in PD game studies may be largely a function of the isolation imposed on the subjects by the experimenter.,2,ssc
"However, self-deception could also vary as a function of the situation and may be a facultative mechanism.",2,ssc
"If it is considered 'fair' to contribute to a public good, perhaps because others are also doing so, then many people will be prepared to make voluntary contributions.",3,ssc
"Longer cycles allow a better identification of strategies, so as cycle duration increases a larger strategy set is needed to fit a given number of observations.",3,ssc
"Clearly, the salience of social categories may be important in order to create cooperation within groups (e.g.",2,ssc
Behavior in the experiment will support the hypothesis that moral opinions are conditional on the behavior of others if subjects report personal normative beliefs increasing in the average contribution level of group members.,2,ssc
"Because we conjectured that the opportunity for punishing would have a larger impact if subjects could learn about the behaviour of other group members, we repeated the basic public goods gameÐwith and without punishment opportunity, depending on the treatmentÐfor six periods.",2,ssc
