sentence,label,source
"Second, it was concluded that highly threatening situations minimize the effects of idiosyncratic motives, perhaps arousing a common defensive motive.",3,ssc
My understanding of people's ideas about cooperation in Kamchatka was significantly enhanced by the opportunity to refer back to the game when explaining my thoughts and posing my questions.,1,ssc
"Thus, representatives successfully advanced the interests of their constituencies when bargaining with persons who did not have constituencies of their own.",3,ssc
"Thus, if the default effect is partly explained by information conveyance, we expect to find it less pronounced when the default contribution can be a randomly drawn number over the support of choices in the game.",2,ssc
"The individual -group discontinuity effect entails that in mixed-motive situations, such as the Prisoner's Dilemma game (PDG), intergroup interactions are more competitive than inter-individual interactions.",2,ssc
"n their interpretation of the way affect functions to alter behavior, Rosenhan et al. comment: Negative affect by definition increases the psychological distance between self and other.",3,ssc
"For cooperators, focused contrasts indicated that negative moods produced more cooperation (less competition) than either positive or control moods, ts( 77 In short, Study 2 provides further support for our ideas by assessing goals as they ""naturally"" occur, overcoming any potential limitations on varying goals via instructions.",3,ssc
"In other words, acceptance would be more common if the subjects' expectations were met because, although a shared concept of fairness exists, fairness is sensitive to different factors (personal, situational, and social) that influence expectations and fairness perception.",1,ssc
"However, there are also reasons to think that the treatment will lead to low contributions, since the reaction to the comprehension/advice combination may be defensive.",2,ssc
"If industries can relocate easily, then the level of pollution would depend on the country with the weakest environmental regulation.",3,ssc
This forwards the interesting and paradoxical hypothesis that inducing the unpleasant feeling of guilt in a fellow group member may in itself be beneficial because it actually allows one to build a reputation of being a cooperator (cf.,2,ssc
"However, we have to recognize that as the subjective probabilities go to zero, the economic impact of choices becomes weak.",3,ssc
Both effects should cause increase in public-good provision at least at level 1.,2,ssc
"The def change having occurred prior to the verbal response trial (B 2 ) suggests that negative attitude change, after harm, may inhibit retaliatory behavior  for Group DL and, to some extent, for Group N.",2,ssc
"Our result suggests that the selfish prediction is prone to deviations when the equilibrium results in unequal distributions of payoffs, and there are alternative outcomes that increase both equality and the payoff of the disadvantaged party.",2,ssc
"As Axelrod (1984) has noted, when discount rates increase the probability that a defecting strategy is optimal also increases.",3,ssc
"More interesting, however, is that the Sanction × Options interaction effect showed that the sanction increased the collective outcomes only in the two options condition.",3,ssc
"During donation choices, peer presence resulted in higher donations and enhanced activity in several social brain regions including the muff, TPJ, precuneus and STS.",3,ssc
"When early humans used dogs as hunting partners, they most likely increased their intake of protein (Koster & Tankersley, 2012;Ruusila & Pesonen, 2004).",2,ssc
"In sum, the content analysis of communication provides further evidence that conflict expenditures in OPEN are lower than in the other treatments because subjects discuss and successfully implement turn taking behavior between groups.",3,ssc
"Depending on the parametrization, this new game can have egalitarian equilibria as well as asymmetric solutions, leaving one player worse off.",2,ssc
"Because of the partner design, this yields 18 independent observations for each treatment.",3,ssc
"Because contributions exert a positive externality that is non-rival and non-excludable on anyone who cares about the provision of education material in the local school, we consider them a pure public good from the donor's perspective.",3,ssc
"In both the minimum-effort game and the public goods game, social interaction implies that subjects' choices of numbers or contributions, respectively, are affected by the choices of their neighbors.",1,ssc
"In a simultaneous PGD, risk-averse prosocials defect more than risk-seeking prosocials do because risk-averse prosocials are more worried about losing their endowments than their risk-seeking counterparts.",3,ssc
The fothfun mechanism thus leads to less cooperation than in the baseline case with no punishment if the detrimental effect of retaliatory punishment is greater than the positive norm-enforcing effect of punishment.,2,ssc
Through some mechanismperhaps biological (Trivers 1971) -cooperation on the part of one individual in a dilemma situation enhances the probability that others will cooperate later in that same situation or a similar one.,3,ssc
"Nonetheless, we feel that it is worthwhile showing that the extra step of instrumenting for received messages does not affect our main conclusion: there is a causal relationship between receiving an explicit threat and cheating on collusive agreements.",3,ssc
"Intuitively it can be expected that the tendency to defect will increase with group size N and costs K, and will decrease with the incentive U.",2,ssc
"Due to the missing information on individual evasion of other group members, there is no potential for a contagion effect in the baseline treatment.",3,ssc
"As is argued in the literature, the effects of these punishments are clear: cooperation is established and maintained Sefton, Shupp & Walker (2002).",3,ssc
"The contextual effects caused by the mean, range, and rank of the distribution confirmed our expectations that these relativity effects are due to some general underlying cognitive mechanisms.",3,ssc
"If one (or more) of the players is ""competitively oriented,"" he continues to exploit the other player or players until they must respond with self-protective noncooperation as well.",2,ssc
"Taken together, our results illustrate the importance of equality as a normative criterion and how the efficacy of communication is reduced in the presence of normative conflict.",3,ssc
"For both these reasons, along with the frequently large size of the effects we observe, dynamic partner updating deserves to be considered among the most promising levers for eliciting cooperation between humans, especially in informal settings.",2,ssc
"This is because probability theory will predict that individuals will not allocate higher weight to any particular numbers, because the probability of winning should be the same for all numbers.",3,ssc
"We speculate that when members of successful groups made their investment choices, they conformed to an inferred-but illusory-norm of ""cooperativeness"" within the group.",2,ssc
"Then, the higher is the contribution of the human player required to achieve the non-cooperative optimum, the lower is the expected proportion of ambiguity averse choices.",3,ssc
"However, because condition SQ6 is played after the subject gains much experience with the task, and in particular after experiencing the fifth position in condition SQ5, we anticipate fewer violations of the model in condition SQ6 than in condition SQ in experiment 1. METHOD Subjects.",2,ssc
"It serves people's short-term self interest not to contribute to the establishment of an authority, but if none or only few group members cooperate there will be no authority in place to monitor the good, and therefore the good may fail to be provided.",2,ssc
"The institutional mechanism implemented in Study 1 is richer than an ultimatum game and simultaneously changes the incentive structure depending on the priors of the participants: if players believe that others will contribute at levels just above the lowest current contributor, and believe that others believe this, pure self-interest will generate the observed ratchet pattern.",3,ssc
natives and the resulting payoffs may change in time) are interrelated in the sense that the changes in the reward structure and the sequence by which different conflicts are entered depend upon the way previous conflicts were resolved.,2,ssc
"In a highly congested road, for example, at peak hours commuting car drivers are not willing to share the road or let other vehicles use the road space correctly, exacerbating the tragedy associated with the overuse of that road space, even if this is highly inefficient.",1,ssc
"Research on legitimacy of authorities has shown that perceived legitimacy, in particular a shared sense of legitimacy, creates voluntary compliance with norms (ZELDITCH and WALKER 1984;TYLER 1997).",3,ssc
"Interacting with others in large populations without structure greatly reduces the likelihood of cooperation (11), but in a fixed social network cooperation can evolve as a consequence of repeated interactions because of ""social viscosity,"" even in the absence of reputation effects or strategic complexity (1,2).",3,ssc
"This implies that there are signs that moving beliefs may have been one of the channels through which priming affected contributions, but this channel seems to be surprisingly weak and statistically insignificant.",2,ssc
"We find that third parties punished more frequently, severely and less antisocially, resulting in a higher contribution level than that driven by second-party punishment.",3,ssc
"This suggests that learning interdependence only as outcomes are experienced over time, as is typical in the real world, may hinder realizations that cooperation will build the trust of others and even increase one's own well-being in the long run.",2,ssc
"Individual-scale variables like wealth and education may affect the costs of public goods provisioning or the benefits of short-term defection, and so wealthier and more educated individuals who can obtain resources more readily can expect to be more generous.",2,ssc
"Information enables players to decide whether to trust the others in the group and cooperate, once they are aware that cooperation can achieve a superior outcome.",2,ssc
The presence of such a leader tends to increase coordination.,1,ssc
"Otherwise, if the accumulated gain explains the behaviour of the birds but the one trial gain does not, then the birds are making decisions based on the four trial reward and are playing a mutualism game.",2,ssc
The difference between the group-representative and group-all condition was interpreted as consistent with a prediction that intergroup contact can reduce competitiveness even when there is conflict and the absence of norms requiring cooperative behavior.,2,ssc
"Outside the laboratory, partner preferences and time constraints typically inhibit equal rates of interaction between group members, the result being that people (and other social animals) interact with some individuals more than others.",1,ssc
"When the subject is faced with positive contribution to the public good by the computer, cooperative behavior can also be driven by inequality aversion and conditional cooperation.",2,ssc
Previous research has shown that behavior aligns with self-interest only when self-interest is salient.,2,ssc
The results show that cooperation was higher when people could leave bad partners versus when they could not.,2,ssc
"In many social-game protocols, ranging from gift-exchange over ultimatum bargaining to public-good situations, human behaviour differs substantially from the Nash-equilibrium that results if we assume that players care only about their own monetary payoff.",3,ssc
"Moreover, excluding incentives related to time preferences could result in an overestimation of investment levels in public goods with long-term benefits.",2,ssc
"Because participants generally cooperate withand rarely defect againstcooperators in the iterated PDG, the resulting distribution of the number of rounds participants cooperate tends to be severely non-normal.",2,ssc
"First, the higher the payoff foregone by a freerider when not receiving rewards, the more likely he/she is to act (more) cooperatively in the social dilemma game in order to attract rewards.",1,ssc
"Threat of revenge induce more deliberation on punishment and reduces other perverse punishment, which will have a positive impact on cooperation.",3,ssc
Results show that tax publicity reduces both the number of evaders and the amount of tax evaded.,3,ssc
"As one individual increases his or her effort, the personal payoff increases regardless of other individuals' actions (the left panel); however, as the aggregate effort of the other individuals increases, the payoff for that particular individual decreases (the right panel), more clearly demonstrating the negative externality.",3,ssc
"Conversely, when switching from short games to long games, participants immediately begin to cooperate at a high level.",3,ssc
"In our study, because of the presence of a sanctioning system, it may have occurred to people that group members would defect if it were not for the sanctioning system.",2,ssc
When the first mover cooperated there is a clear decline in cooperation as scores in perspective taking increase.,3,ssc
"Inversely, (2) when students have academic curricula with high levels of background knowledge related to the root causes of environmental problems and the related possible strategic options, the cooperative-competitive context does not matter.",3,ssc
"First, if women were more unconditionally cooperative than men, they should contribute more to the public good than men even when controlling for expectations.",2,ssc
"Hence, it is attractive not to purchase a TV-license, but if too many do so, the good may not be provided at all.",2,ssc
"Relying on the same measure of trust, Knack and Keefer (1997) showed that an increase in the level of trust positively affects the annual growth rate of per capita income.",3,ssc
"However, self-deception could also vary as a function of the situation and may be a facultative mechanism.",2,ssc
This finding is consistent with publicly-traded firms making relatively larger investments in environmental performance to assuage the concerns of investors.,3,ssc
Violent media may cause viewers to perceive greater anger and less gratitude during a cooperative task and as such be less inclined to cooperate.,2,ssc
"This is to be expected given the plausible assumption that the moralistic punishment by the partners had served to increase participants' willingness to cooperate in Experiments 1 and 2 (consistent with Fehr & Gächter, 2002).",2,ssc
"In two behavioral experiments, we offer individuals the latter possibility: Participants can work together to increase the total size of the pie and hence increase the size of their own slice.",2,ssc
"A decrease over time is consistent with game-theoretical predictions about conditional cooperation, since individuals are expected to eventually modify their behavior over time to maximize their earnings.",3,ssc
"Beyond the social dilemma game, it is expected that if happiness is displayed, a cooperative in contrast to a self-interested message will more likely lead to meeting up with the other.",2,ssc
These models suggest that one's desire to help another person depends on one's beliefs about how helpful that other person is.,2,ssc
The mutuality of the response improves the prognosis for the couple's staying together.,3,ssc
Result 7: Take framing weakly reduces cooperation for men and weakly increase cooperation for women.,3,ssc
"It has been hypothesized that social learning has played a pivotal role in making human societies cooperative, by favouring cooperation even when it is not favoured by genetical selection.",2,ssc
Bargainers with a significant threat tend to threaten and fine more often.,1,ssc
"Research also shows that when people adopt a more abstract or higher construal level (Trope & Liberman, 2010)-that is, they feel more psychological distance-they show more pro-self-orientation, leading them to engage in behaviors that fit with the social motivation they endorse (Giacomantonio, De Dreu, Shalvi, Sligte, & Leder, 2010).",2,ssc
"Namely, the sequential ordering of the choices that are available to and exercised by interdependent actors, including who makes the opening move, can markedly influence subsequent social decisions.",2,ssc
"The results show that uncertainty per se lowers individual but not group contributions, lagged marginal incentives significantly predict contributions, and individuals significantly react to own-deviations from average group contributions.",3,ssc
These results suggest that the shared outcomes involved in cooperation did increase cohesiveness.,3,ssc
"The similarity between single-player and multi-player versions of the IPD can provide a powerful research model as the reduction from two to one players reduces the number of uncontrolled and interacting variables involved in the prisoner's dilemma (Fantino, 2004).",2,ssc
"For if such a 'high-trust' society were characterized by the existence of many separate groups producing public goods with negative externalities for each other, the overall result would likely be worse than would have been the case had trust been low.",2,ssc
"Importantly, we found that the results of the two studies depart primarily because of differences in cooperation rates in settings with a known end round.",3,ssc
"We find that contributions are 56.6% higher when group composition is different across both public goods dilemmas as compared to when composition is the same across the two public goods dilemmas (M 1 = 17.7,",3,ssc
"Social marginalization or even exclusion is that cost, and unless the personal payoffs for defection are extremely large, few group members are willing to pay that cost.",3,ssc
"The extent of individual cooperation tends to be higher among high-identifying individuals, either because they place greater value in the good itself (De Cremer & Van Vugt, in press;Kerr, 1996), because they have greater trust in the cooperative intentions of fellow group members (Brann & Foddy, 1987;Brewer & Kramer, 1986;Kramer & Brewer, 1984), or both.",1,ssc
Result 3. The threat of inter-period feuds in LF reduces the frequency of altruistic punishment relative to the Baseline treatment.,3,ssc
Studies using the PDG have shown that emotional states and individual differences related to emotional traits influence cooperation.,1,ssc
The discrepant levels of attention paid to music in relation to consumer behavior and employee or organizational behavior are most clear when considering retail workspaces because (i) customers and employees cohabit the locations and (ii) it is reasonable to expect that music that is selected to influence the behaviors of customers would have similar influences on employees.,1,ssc
"The institutional mechanism implemented in Study 1 is richer than an ultimatum game and simultaneously changes the incentive structure depending on the priors of the participants: if players believe that others will contribute at levels just above the lowest current contributor, and believe that others believe this, pure self-interest will generate the observed ratchet pattern.",2,ssc
"But you should also be careful not to ask for too much, because if at the end of the study everyone's requests add up to more than the $1,000 that is in the pool, then nobody, including yourself, will receive anything.",2,ssc
"Second, the absence of an effect of Openness might also be driven by statistical reasons, due to the structure of the MPT model: Parameter e is defined conditional on non-selfish behavior, which leads to fewer trials per person (and hence a lower statistical efficiency) for the estimation of parameter e than for parameter s.",3,ssc
"Thus, with the reputation mechanism, there is a clear increase in the level of cooperation, which increases with experience.",3,ssc
Ambiguity arises when a decision-maker finds it difficult or impossible to assign a subjective probability to an event.,1,ssc
"Although a principally exploitative relationship between owners and drivers does not necessarily improve intergroup relations, familiarity with intergroup economic ties may explain the lack of ethnic bias in the laboratory game.",2,ssc
"These findings, coupled with the fact that there is widespread mis-reporting of token values are suggestive of why groups are unable to use the 'token revelation' stage for much gain in efficiency.",1,ssc
There are indications that the unequal range of pay-off accelerated the observed trends rather than reversing them.,1,ssc
Liebrand et al. (1986) concluded that cooperators may place a higher value than individualists on how well an interaction satisfies personal or social behavioral standards.,2,ssc
"The results also reveal that the average harvest behavior in the baseline game positively and significantly affects the harvest behavior in the second game, suggesting some persistence of behavior over the two games.",3,ssc
The type of prisoner's dilemma game influenced the strength of the observed correlation between discounting and cooperation.,1,ssc
"Similarly, providing feedback on how one's energy use compares with one's neighbors had reduced consumption among American liberals but may have had the opposite effect among conservatives (80).",2,ssc
"Consistent with our second hypothesis, which predicts that relationship duration mediates the impact of tie strength on cooperation, we find that both the main effect of tie value and its interaction with the number of tie swaps are diminished, relative to Model 2. The main effect decreases by 64% (from −.069 to −.025), and the interaction with the number of tie swaps decreases by 65% (from .029 to .01).",3,ssc
"In fact, a recent agent-based simulation also suggests that gossip-based partner selection increases cooperation, whereas the strategy to defect after knowing about free riders' reputation decreases cooperation 18 .",1,ssc
"A number of studies have argued that survey-based measures have to be treated with caution in the CDD context and that this may explain the mixed evidence on CDD and social capital in the first place (Avdeenko & Gilligan, 2015;Ban et al., 2015;Mansuri & Rao, 2013;Wong, 2012).",2,ssc
"These 2 features make Jan and Marcia socially interdependent, and the rank order of outcomes available to each of them will constitute a Prisoner's Dilemma.",3,ssc
Hypothesis 2: The presence of a threshold constraining participants' activities will lead participants to be less holistic in their cognitive orientations than when a threshold is not present.,3,ssc
"The significant positive coefficient of Negative deviation of j in the first two regressions reveals that the greater the extent of free riding is, the greater is the likelihood and severity of altruistic punishment in the Baseline treatment.",3,ssc
"However, as an adaptation of beliefs to feedback is likely to occur, we may expect in line with the adaptive conditional-cooperation conjecture (Neugebauer et al. 2009) that the contributions positively respond to the past continuation-payoff differential.",2,ssc
"When the objective incentives remain identical, these studies showed that framing the dilemma in terms of ""taking from"" instead of ""contributing to"" increases cooperation (Brewer and Kramer, 1986).",3,ssc
"Thus, because an elected leader refl ects the choice of the group and its members, an elected leader will feel strong support from the followers who will bestow on the leader a high sense of social responsibility ( Julian, Hollander, & Regula, 1969;Kenney et al., 1996).",3,ssc
"Contributions clearly increase in the leverage level of both institutions, irrespective of the treatment.",3,ssc
"Therefore, these results suggest that as people interact during repeated social dilemmas, over time men become increasingly more cooperative than women.",2,ssc
This conditional behaviour may even inhibit the process of discovering the profitable strategy.,2,ssc
One possible reason for the difference between these two studies is that learning effects are more likely to overwhelm the effects of pair IQ in longer games; this may be related to the finding that worker IQ is a stronger predictor of performance in the early months on a new job while IQ's predictive power for worker performance weakens after years spent in the same job (Hunt 1995).,1,ssc
"In this line of thought, individual utility arise not only from material outcomes but also from the comparison of own and other people's pay-offs.",3,ssc
"Collectively, these informal sanctions provide a powerful mechanism for guiding social behavior.",3,ssc
"While less information leads to more equal contributions, subjects focus on group efficiency in case of full information.",3,ssc
"The members of such societies have strong incentives to innovate and to make physical and human capital investments, thereby contributing to socio-economic prosperity and overall welfare.",3,ssc
We also find that the level of contribution under different default options is sensitive to the type of the public goods game employed.,2,ssc
"Policies like the Pigouvian subsidy ignore these non-Nash behaviors, and the result is that inefficient under-extraction is exacerbated in our context.",3,ssc
"Instead, Andreoni (1995), among others, has suggested that this decrease might be due to ""frustrated attempts at kindness.""",2,ssc
"First, models of information signaling have shown that sequential giving can have beneficial effects for voluntary public good provision when the common value of the public good is uncertain.",2,ssc
5. Stability: Groups may be more stable when entry is restricted compared to the other two conditions if subjects are able to generate cooperation.,2,ssc
"Our results show that emotion-regulation knowledge is itself neither positive nor negative, but can facilitate the objectives of individuals whose interests are in doing harm as well as those interested in benefiting the greater good.",2,ssc
"Of course, second graders also shift to A2 or B2 choices, and as soon as one player does so, the chances are high for retaliation on the part of the other.",2,ssc
"Since the same presentation of information was used in her experiment, significant positive effects of trust on group size was observed even in the experimental situation where only this minimal information about others' behavior was presented.",3,ssc
"More specifically, participants influenced by a charismatic leader (i.e., high in self-sacrifice) were found to contribute more money to a charity fund, and this pattern was mediated by perceptions of charisma.",3,ssc
"These were participants with little or no experience from economic games, because, according to the SHH, there will be a negative deliberation effect on cooperation only for subjects with limited experience from economic games and other ""artificial lab environments"" (Rand et al., 2014).",2,ssc
"We also found that institutions are associated with the marginal effects of diversity: Diversity reduces contributions to public goods as expected, but only when students come from segregated institutions.",1,ssc
"It might be the case that the resources contributed by the group members be as costly as resources arriving from outside of the community, but when states have limited funds and personnel, and when communities can derive other kind of gains from, say, participation in self-governing systems, such as increase in trust, social networks and ties, the comparison of externally imposed regulation systems to self-governance deserves also a policy level inquiry.",2,ssc
"Furthermore, the highest contributor in the group earned more prestige when the good was unattainable, suggesting an association between status and conspicuous cooperation (Hypothesis 3).",1,ssc
"Replications with people from other age groups or nations would help to establish the generalizability of these findings, which is important to do because researchers have suggested that apologies and offers of compensation are species-typical ways of promoting forgiveness (e.g., fcfullough, 2008;fcfullough, Kurzban, et al., 2010).",1,ssc
Despite the interesting balance of incentives provided by introducing competition in the workplace -on one hand individual workers may exert more effort to win promotion or make more money while on the other overall production might suffer because of the lack of cooperation among workers -there has been remarkably little empirical work estimating the effect of competition on workplace cooperation.,2,ssc
"However, the non-monotonicity between observability and deterrence we observe is troubling, because it suggests that simply increasing the ability to monitor outside threats may not lead to better outcomes, and it leaves us unsure about what level of observability is required to generate better outcomes.",1,ssc
"The alternative model predicts the following predictions: P 1 : When there is no tax imposed, individual contributions will exceed 5. P 2 : When a tax of 3 is imposed, total individual contributions will exceed the individual contributions made when there is no tax imposed.",2,ssc
When designing emotional agents we have shown how the addition of mood can be used to enhance the decision-making aspect of that agent.,3,ssc
"However, on ratings of group performance, status and attitudinal similarity combined did lead to increased intergroup differentiation, again unaffected by goal relations.",3,ssc
