sentence,label,source
"In other words, a dictator is more likely to make a fair offer if he/she expects the audience to observe their choice.",1,ssc
"Consequently, our results indicate that emoticons mainly affect behavior through the communication channel provided with it (feedback as pre-play communication).",3,ssc
"As a random-pairings session continues, some of these first-round cooperators get discouraged, and shift to defecting in the first round.",3,ssc
"However, if each individual attempts to maximize his or her self-interest, the collective outcome will be less desirable than if each individual attempts to maximize the collective interest (Dawes, 1980).",2,ssc
"While the behavior of subjects in the low-reward conditions is more ambiguous, it is congruent with the speculation that persons are not highly motivated to do well in the PD game when earnings are small, irrespective of the extent to which the rewards are equitable.",3,ssc
"It may well be that if a group fails in establishing the public good, a self-sacrificing leader may be evaluated as poor since his or her efforts did not prevent the group from failing.",2,ssc
"Although punishment may be used to regulate the members of the in-group, the evidence presented here suggests that it is often driven by intergroup biasleading to harsher punishment of out-group members.",2,ssc
The original MGE had a strong effect because it involved allocation of tangible rewards; this implies that mere categorization produces discriminative behavior.,3,ssc
"Clearly, the salience of social categories may be important in order to create cooperation within groups (e.g.",2,ssc
People may voluntarily contribute to a public good because they feel morally obligated to assist others in a common cause or because they realize that contributing will help the group as a whole.,2,ssc
Subjects' reaction to punishment suggests that earnings feedback affects negatively their expectations about the contribution of their peers in the following period.,2,ssc
This unpredicted interaction may have happened due to collectiveness created by the community title.,2,ssc
But since the payoff for mutual defection is smaller than the payoff for mutual cooperation (fwo) the dilemma arises on what to choose if having in mind also the welfare of the society and not just personal interests.,2,ssc
"The payoff of the lottery ticket depended on the result of a toss of a fair coin with ""heads"" resulting in a payoff of two dollars and ""tails"" resulting in no payoff.",3,ssc
"I felt proud of myself, because thanks to me my two friends talked, and solved their problem.",3,ssc
"Due to random encounters, this initial defection will spread at random throughout the economy.",2,ssc
frequent consumption of MPAH is associated with a lower risk of developing T2D,1,haber
"Plasma levels of tocopherols and tocotrienols together with automated MRI measures can help to differentiate AD and MCI patients from CTL subjects, and to prospectively predict MCI conversion into AD.",1,haber
"mental health has historically improved between successive cohorts, including for the jilted generation",1,haber
"The modest associations of
NSAID use with BPH risk in this cohort were probably due to confounding by indication, and NSAID use was not
associated with BPH risk.",1,haber
"Although absolute rates of adverse outcomes are low, attempted vaginal birth after cesarean delivery continues to be associated with higher relative rates of severe morbidity
and mortality in mothers and infants",1,haber
The results of this study showed that TPVBRA combined with bupivacaine and dexmedetomidine can enhance the duration and quality of analgesia without serious adverse events.,1,pubmed
"Although the absolute risk of complications is low, the use of anesthesia services for colonoscopy is associated with a somewhat higher frequency of complications, specifically, aspiration pneumonia.",1,haber
"""We are looking for patterns of cancer development in animals, so we can find common risk factors,"" said Kim Selting, associate teaching professor of oncology at the MU College of Veterinary Medicine.",1,press_release
The effect of fasting on glucose was small and may not be clinically important.,1,pubmed
The minor differences between the completers and the non-completers  suggest that our retention strategies were successful.,1,pubmed
These data emphasize the importance of radiotherapy techniques that limit MCRD during breast cancer treatment.,1,pubmed
"In fact, young patients in poor health may have worse outcomes than older patients in good shape.",1,press_release
One in 20 cases of pre eclampsia may be linked to air pollutant,1,press_release
Workplace exposure to organic solvents linked to heart defects at birth,1,press_release
relative hyperglucagonemia and acidemia in Insulin dependent diabetics was a potent threat leading to DKA.,1,pubmed
"Late-onset hypogonadism can be defined by the presence of at least three sexual
symptoms associated with a total testosterone level of less than 11 nmol per liter
(3.2 ng per milliliter) and a free testosterone level of less than 220 pmol per liter
(64 pg per milliliter).",1,haber
This cross-sectional analysis did not detect a correlation between weekend staffing of hospital specialists and mortality risk for emergency admissions.,1,haber
"A population-based HPV vaccination program in schools significantly reduced cervical abnormalities for vaccinated women within five years of implementation, with the greatest vaccine effectiveness observed for the youngest women",1,haber
"Effective HAART is associated with lower incidence of HBV infection; however, even in the HAART era, incidence of HBV infection remains high among MSM.",1,haber
"The newborns of obese pregnant women suffering from obstructive sleep apnea are more likely to be admitted to the neonatal intensive care unit than those born to obese mothers without the sleep disorder, reports a study published online today in the journal Obstetrics & Gynecology.",1,press_release
Asthmatics at increased risk of pulmonary embolism,1,press_release
Contracts did not increase follow-up adherence to eye appointments in diabetic patients with ocular abnormalities.,1,pubmed
These changes in serum TC and LDL trends suggest a biological pathway that precipitates ICH occurrence.,1,pubmed
The initial negative nitrogen balance can be increased by more aggressive feeding regimes than the usual ones.,1,pubmed
"The more you sit, the higher your risk of chronic diseases.",1,press_release
"The exercise intervention significantly improved processing speed, but only among those who had been diagnosed with breast cancer within the past 2  years.",1,pubmed
Mucous fistula refeeding is safe and can decrease risk of anastomotic complication and parental nutrition related cholestasis.,1,pubmed
The intervention may increase FOBT attendance,1,haber
"Among 454 patients who were randomized (mean age, 61.1 years; women, 54.8%; mean baseline hemoglobin level, 9.1 g/dL), 96.3% completed the trial. At week 12, the number of hemoglobin responders was significantly greater for ferric carboxymaltose vs placebo (92.2% [200 patients] for the ferric carboxymaltose group vs 54.0% [115 patients] for the placebo group; absolute difference, 38.2% [95% CI, 33.6%-42.8%]; P = .001).",1,haber
"Both exenatide BID and prandial insulin lispro, each added to basal  insulin glargine, were effective at reducing HbA1c in Latin American patients.",1,pubmed
"ESG delays gastric emptying, induces early satiation, and significantly reduces body weight.",1,pubmed
: The decline in mortality due to NCDs confirms that improvements in disease control have been achieved in Brazil.,1,pubmed
"In this cohort analysis of Medicare beneficiaries, use of mechanical aortic valves was associated with a higher risk for death on the date of surgery and within the 30 days after surgery compared with bioprosthetic aortic valves among patients who underwent concurrent AVR and coronary artery bypass graft but not isolated AVR.",1,haber
Cognitive impairment seen in preschool children with epilepsy,1,press_release
"This study provides  evidence that genetically predisposed people are at greater risk for higher BMI and  that genetic predisposition interacts with the obesogenic environment resulting in  higher BMI, as observed between the mid-1980s and mid-2000s.",1,haber
"Adherence to a healthy lifestyle was inversely associated with PC risk, beyond the beneficial role of smoking avoidance.",1,haber
"A new risk prediction tool can identify patients at high risk of serious blood clots (known as venous thromboembolism) who might need preventative treatment, says a study published on bmj.com today.",1,press_release
"However, there were no significant differences in walking over time by
type of development (P > .05)",1,haber
"In the study, researchers reviewed all pediatric liver transplants nationwide from 1996 to 2010, and compared the outcomes for patients who received liver grafts from their mothers with those for patients who received livers from their fathers.",1,press_release
"It is known that early onset cancer cases carry more hereditary risk than late onset cases, but little is known about whether any familial component exists in cancer at a very old age.",1,press_release
Women who experienced a first CVD event before  age 35 years had a twofold risk of menopause before age 45 years (early menopause).,1,haber
A recent study confirmed that low socioeconomic status (SES) is associated with higher risk of depressive symptoms in patients with rheumatoid arthritis (RA).,1,press_release
The addition of nighttime intensivist staffing to a low-intensity daytime staffing model was associated with reduced mortality.,1,haber
"The introduction of ART can enhance dyslipidemia, increasing cardiovascular risk, especially among those who have classic risks of cardiovascular disease.",1,pubmed
"Of 63,942 new cases of cutaneous melanoma (a form of skin cancer) diagnosed each year in Europe an estimated 3,438 (5.4%) are related to sunbed use.",1,press_release
"In six multinational trials evaluating bococizumab, antidrug antibodies developed in a large proportion of the patients and significantly attenuated the lowering of LDL cholesterol levels.",1,pubmed
The high rates of stunting generally observed in indigenous children may fuel the acquisition of respiratory bacteria that can lead to respiratory and invasive disease.,1,pubmed
The present analyses provide robust novel evidence for the short- and long-term benefits of lowering LDL-C for the primary prevention of cardiovascular disease among individuals with primary elevations of LDL-C â‰¥190 mg/dL.,1,pubmed
The maternal high E2 environment in the first trimester is correlated with increased risk of thyroid dysfunction.,1,haber
Mayo Clinic  US and European researchers find heart disorder genetic variants in stillbirth cases,1,press_release
"""Coadministration of ezetimibe and fluvastatin was safe and well tolerated and caused significant incremental reductions in LDL-C and total cholesterol compared to fluvastatin administered alone.""",1,pubmed
"Short (vs. long) education was
associated with 277 (95 % CI: 219, 336) additional cases of
CHD per 100,000 person-years at risk among women, and
461 (95 % CI: 368, 555) additional cases among men.",1,haber
"In adults aged 60-64 years, participation in self-selected activities  such as LTPA and walking are positively related to mental well-being, whereas total  levels of free-living PA are not.",1,haber
"Our study suggested that treatment of intermediate-risk prostate cancer with definitive dose-escalated EBRT alone resulted in acceptable outcomes, and it failed to show improved outcomes in patients who received short term ADT.",1,pubmed
"Children born extremely prematurely have up to a 19 times greater risk of retinal detachment later in life than peers born at term, according to a Swedish study published this month in Ophthalmology, the journal of the American Academy of Ophthalmology.",1,press_release
Black race and nonprivate insurance status were shown to be associated with increased risk of nonadherence labeling.,1,haber
"""The effect of tamoxifen was not significantly dependent on time.""",1,pubmed
"While previous studies have shown an association between ED and CVD risk, this study finds that the severity of ED corresponds to the increased risk of CVD hospitalization and all-cause mortality.",1,press_release
"Americans with prehypertension develop high blood pressure a year sooner than whites, according to research reported in Hypertension: Journal of the American Heart Association.",1,press_release
The initiation of tramadol therapy is associated with an increased risk of hypoglycemia requiring hospitalization,1,haber
High total serum cholesterol levels tend to increase graft failure rates whilst it did not influence implant failures.,1,pubmed
"Emphysema-like lung on CT was associated with all-cause mortality among persons without airflow obstruction or COPD in a general population sample, particularly among smokers.",1,haber
"Oportunidades has not impacted, as expected, the nutritional status  of the study population.",1,pubmed
Cardiac imaging detects serious residual septal defects during child open heart surgery,1,press_release
"During the period while the men were followed, those who expended  more than 12,600 kilojoules per week in physical activity were 48 percent less likely to die than those who burned fewer than 2,100 kilojoules per week.",1,press_release
"The research, carried out by Nottingham scientists on the University's campuses in the UK and Malaysia, indicates that natural variation in our levels of the amino acid, tryptophan, has a marked bearing on how we respond to quinine treatment.",1,press_release
People with severe psoriasis nearly twice at risk for diabetes,1,press_release
Differences in concentrations of Ï‰-6 fatty acids but not in dietary  linoleic fatty acid or Ï‰-3 fatty acids suggest that altered concentrations are attributed to changes in specific endogenous metabolic pathways.,1,pubmed
"Compared with the reference  group (persistently high socioeconomic circumstances), participants in other groups had elevated levels of depression (for upward mobility, multivariate odds ratios  (OR) = 1.21; intermediate socioeconomic position, 1.28; downward mobility, 1.66;  persistently low socioeconomic position, 1.82).",1,haber
"The satisfaction levels among a hospital's staff are closely linked to the quality of healthcare it provides, say a team of doctors from Imperial College London.",1,press_release
Primary ADT is not associated with improved long-term  overall or disease-specific survival for men with localized prostate cancer.,1,haber
"Our results support the assumption of non-inferiority of ibuprofen compared to ciprofloxacin for treatment of symptomatic uncomplicated UTI, but need confirmation by further trials.",1,haber
"In this population-based study, statin use was associated with a higher  prevalence of musculoskeletal pain, particularly in the lower extremities, among  individuals without arthritis",1,haber
Increased prevalence of stroke hospitalizations seen in teens and young adults,1,press_release
Patients with MI had a higher short- and long-term incidence rate of cancer compared to subjects without MI.,1,haber
Child s home address helps predict risk of readmission to hospital,1,press_release
"In the pooled analysis of two population-based studies, serum testosterone levels were not associated with the QT interval, which could be due to a lack of power.",1,haber
"The best-performing nursing homes are sued only marginally less than the worst performing ones. Such weak discrimination may subvert the capacity of litigation
to provide incentives to deliver safer care.",1,haber
"Low testosterone levels may herald the subsequent development of rheumatoid arthritis in men, suggests research published online in the Annals of the Rheumatic Diseases.",1,press_release
Sleep apnoea linked with increased risk of cancer death,1,press_release
"It finds that rosiglitazone is associated with significantly higher odds of congestive heart failure, heart attack and death compared with a similar drug (pioglitazone).",1,press_release
"Therefore, a psychological screening and support is crucial for a good outcome of opioid therapy for chronic noncancer pain patients.",1,pubmed
Low RDW is associated with increased incidence of DM independently of other risk factors.,1,haber
"Although there was a high prevalence of current bisphos-phonate use among patients with atypical fractures, the absolute risk was small.",1,haber
"Use of CAD during screening mammography among Medicare enrollees is associated with increased DCIS incidence, the diagnosis of invasive  breast cancer at earlier stages, and increased diagnostic testing among women  without breast cancer.",1,haber
Some men voice complaints of shortened penis following prostate cancer treatment,1,press_release
Our study suggests that active asthma and poor asthma control are associated with moderately increased risk of AMI,1,haber
The qualitative findings outlined in this paper offer important insights into why the intervention was not effective.,1,pubmed
"Intervention-effect among overweight/obese and physically inactive women was, however, dependent on exercise-adherence.",1,pubmed
Small increase in cancer risk following CT scans in childhood and adolescence,1,press_release
"The authors conclude that elevated RDW values
are associated with increased risk of mortality but not the development of CVD in the general population.",1,haber
Effect of large tumor size on cancer-specific mortality in node-negative breast cancer.,1,haber
"""While preliminary, these findings support a relationship between GER, chronic microaspiration and IPF,"" said lead researcher Joyce Lee, MD, clinical instructor in the Department of Medicine at UCSF.",1,press_release
"The highly significant correlation between serum tryptase and serum bone turnover markers levels, and the positive correlation of levels of bone turnover markers with advanced disease, support the existence of a link between bone remodeling and mast cell burden.",1,haber
"These findings are important given the high prevalence of overweight and obesity worldwide, and suggest that preventing women of reproductive age from becoming overweight or obese is important to the health of their children.",1,press_release
Dulaglutide improved glycemic control with the potential for weight loss in Hispanic/Latino patients with T2D.,1,pubmed
"Lower bodylift is the only procedure, which can restore circumferential body contour.",1,pubmed
"Among individuals with HIV in rural Kenya and Uganda, implementation of  community-based testing and treatment was associated with an increased proportion of  HIV-positive adults who achieved viral suppression, along with increased HIV diagnosis and initiation of antiretroviral therapy",1,haber
"For several common  procedures, surgeon specialization was an important predictor of operative mortality  independent of volume in that specific procedure.",1,haber
"Compared with mammography screening participants, non-participants were more likely to discontinue adjuvant hormone therapy, with an adjusted hazard ratio (HR) of 1.30 (95% CIs, 1.11 to 1.53)",1,haber
"Patients receiving higher doses of prescribed opioids are at increased risk for overdose, which underscores the need for close supervision of these patients.",1,haber
"GC use was associated with an increased risk of death in RA, at least partially explained
by perimortal bias",1,haber
"Among patients with incident acute myocardial infarction without prior cardiovascular disease, in-hospital mortality was inversely related to the number of coronary heart disease risk factors.",1,haber
"Fetal growth characteristics track moderately throughout gestation, with stronger tracking coefficients present in later pregnancy. Tracking coefficients were not materially influenced by maternal socio-demographic and lifestyle characteristics. First, second and third trimester fetal growth characteristics were associated with the risk of adverse birth outcomes.",1,haber
Lack of sleep found to be a new risk factor for colon cancer,1,press_release
"Benzodiazepine use is associated with an increased risk
of Alzheimer’s disease",1,haber
Shingles vaccine associated with 55 percent reduced risk of disease,1,press_release
"The introduction of national, comprehensive smoke-free legislation in Scotland is linked with significant falls in preterm delivery and small for dates (gestational age) infants according to a study led by Jill Pell from the University of Glasgow and published in this week's PLoS Medicine.",1,press_release
"""A higher weight gain contributed in a negative manner to the presence of dyslipidemias in these patients.""",1,pubmed
Bariatric surgery appears to be markedly more efficient  than usual care in the prevention of type 2 diabetes in obese persons,1,haber
"Receiving the herpes zoster vaccine was associated with a 55 percent reduced risk of developing shingles, according to a Kaiser Permanente study of 300,000 people that appears in the current issue of the Journal of the American Medical Association.",1,press_release
"New research confirms no significant difference in the rates of death among patients with rheumatoid arthritis (RA) who were exposed to one of several TNF inhibitors used to treat RA, adalimumab (Humira), etanercept (Enbrel), and infliximab (Remicade).",1,press_release
"Patients with a 30-day all-cause readmission had higher cumulative all-cause readmission (mean, 6.9 vs 5.1; P <.001), a longer cumulative length of stay (mean, 51 vs 43 days; P <.001), and a higher cumulative cost (mean, $38,972 vs $34,025; P = .001) during 8.7 years of follow-up.",1,haber
Children at risk for schizophrenia show disordered brain networks Wayne State finds,1,press_release
"""Alogliptin 25\\u2009mg once daily reduced HbA1c and FPG and enhanced clinical response compared with placebo when used as monotherapy or as an add-on  to metformin or pioglitazone.""",1,pubmed
These discordant findings suggest a differential effect of vitamin D on cardiovascular risk factors such as oxidative stress and insulin resistance.,1,pubmed
": Even when acute dialysis is not required, survivors of acute kidney injury remain at higher
risk of receipt of chronic dialysis thereafter",1,haber
Women with polycystic ovary syndrome at increased risk of pregnancy complications,1,press_release
Liver stiffness predicts liver failure  cancer and mortality in cirrhotic patients,1,press_release
"People with asthma have an increased risk of pulmonary embolism, according to new research.",1,press_release
Possibly the polyphenols and DF contributed to the beneficial effects.,1,pubmed
"Therefore, close monitoring of blood sugar control is important to slow CKD progression, but long-term prospective cohorts are needed to gain better insights into the impact of QoC indicators on CKD progression.",1,pubmed
Our results provide evidence that obesity is associated with methylation changes in  blood leukocyte DNA.,1,haber
"In a cohort of patients with newly diagnosed nonmetastatic
prostate cancer, the use of ADT was significantly associated with an increased risk of AKI.",1,haber
"Aside from cardiovascular-disease mortality, the lowest mortality for most causes of death was registered by residents of the poorest provinces.",1,haber
Abnormal liver tests associated with increased death rates in people over 75,1,press_release
"Weekend warrior and other leisure time physical activity patterns characterized by 1 or 2 sessions per week may be sufficient to reduce all-cause, CVD, and cancer mortality risks",1,haber
"Insurance status is a better predictor of survival after a serious cardiac event than race, and may help explain racial disparities in health outcomes for cardiovascular disease.",1,press_release
Drawing test can predict subsequent stroke death in older men,1,press_release
"Heart failure patients admitted to general wards are twice as likely to die as those admitted to cardiology wards, shows a national audit of the treatment of the condition, published online in the journal Heart.",1,press_release
The study did not support an overall effect of post-diagnosis low-dose aspirin use on prostate cancer mortality.,1,haber
Indoor air pollution and delayed measles vaccination increase the risk for severe pneumonia among children aged below five years.,1,pubmed
"An increase in BMI appeared to have a predictive value for CVD mortality, especially when used in combination with baseline BMI level.",1,haber
"Results of this large, prospective cohort study in women with more than 20 years of follow up indicate a consistent link between migraine and cardiovascular disease events, including cardiovascular mortality",1,haber
"Published early online in CANCER, a peer-reviewed journal of the American Cancer Society, the study found that ovarian cancer patients who took the drug tended to live longer than patients who did not take it.",1,press_release
"Known by many as one of the least favorite wintertime chores, shoveling snow can also be hazardous and is associated with many serious, even fatal events among both adults and children.",1,press_release
"Results of a Johns Hopkins study suggest that individuals with schizophrenia are significantly more likely to live longer if they take their antipsychotic drugs on schedule, avoid extremely high doses and also regularly see a mental health professional.",1,press_release
"This study suggests that being underweight, rather than overweight or obesity, is associated with a lower rate of Pap test use in U.S. Asian women",1,haber
"Compared with use of other second or third line antidiabetic drugs, use of DPP-4 inhibitors, and possibly GLP-1 receptor agonists, might be associated with an increased risk of cholangiocarcinoma in adults with type 2 diabetes.",1,haber
PDS and NACT plus IDS achieved comparable results in terms of progression-free and OS in patients with advanced EOC.,1,pubmed
We found that  early-life SEP was associated with the development of periodontitis in adulthood  that was not mediated by adulthood SEP and behaviors,1,haber
"Mayo Clinic researchers have discovered an association between a commonly prescribed blood pressure drug, Olmesartan, and severe gastrointestinal issues such as nausea, vomiting, diarrhea, weight loss and electrolyte abnormalities -- symptoms common among those who have celiac disease.",1,press_release
"In this randomized, controlled trial, inhaled recombinant human GM-CSF was
associated with a modest salutary effect on the laboratory outcome of arterial
oxygen tension, and no clinical benefits were noted.",1,haber
Mortality patterns in most non-IDU HIV-infected individuals with high CD4 counts on cART are similar to those in the general population.,1,haber
"One of the mechanisms by which TMD, particularly if supplemented with virgin olive oil, can exert health benefits is through changes in the transcriptomic response of genes related to cardiovascular risk.",1,pubmed
